sno,TP12,TP1,TP2,TP1C,CL1,BY1
1927.HK,1,0,0,0,1,1
1930.HK,0,0,0,0,0,1
1933.HK,0,0,0,1,0,0
1937.HK,0,0,0,1,0,1
1938.HK,1,0,0,0,2,0
1941.HK,0,0,0,0,3,0
1942.HK,1,0,0,0,1,0
1949.HK,1,0,0,0,1,1
1955.HK,1,0,0,0,1,0
1959.HK,0,0,0,0,2,0
1960.HK,0,0,0,0,0,1
1961.HK,0,0,0,0,0,2
1968.HK,0,0,0,0,1,0
1971.HK,0,0,0,0,0,1
1975.HK,0,0,0,0,0,1
1980.HK,1,1,1,0,4,0
1983.HK,0,0,0,0,0,2
1985.HK,0,0,0,0,1,0
1986.HK,1,0,0,0,1,0
1987.HK,0,0,0,0,1,0
1991.HK,0,0,1,0,3,1
1993.HK,0,0,0,0,1,0
2000.HK,2,1,0,1,1,0
2002.HK,3,0,0,0,2,1
2008.HK,2,2,0,0,2,0
2009.HK,1,0,0,1,2,0
2012.HK,1,0,0,1,1,2
2022.HK,0,0,0,0,1,0
2023.HK,1,0,0,0,4,0
2028.HK,1,0,0,0,1,0
2031.HK,0,0,0,0,1,1
2033.HK,0,0,0,0,1,1
2051.HK,0,0,0,0,3,0
2060.HK,0,0,0,0,1,0
2078.HK,0,0,0,0,1,0
2086.HK,0,0,0,0,2,0
2098.HK,3,0,1,0,2,1
2100.HK,0,0,0,0,4,0
2101.HK,0,0,0,0,2,0
2102.HK,0,0,0,0,0,1
2112.HK,1,0,0,0,1,2
2116.HK,0,0,0,1,0,0
2119.HK,0,0,0,0,0,1
2120.HK,1,0,1,0,0,2
2125.HK,0,0,0,0,1,0
2127.HK,0,0,0,0,1,0
2130.HK,1,0,0,0,0,0
2131.HK,0,1,0,1,0,0
2135.HK,0,0,0,0,1,0
2136.HK,1,0,0,0,0,0
2137.HK,0,0,0,0,1,1
2138.HK,2,0,0,0,0,0
2150.HK,0,0,0,0,1,0
2159.HK,0,0,1,0,0,0
2163.HK,0,0,0,0,2,1
2166.HK,1,0,0,0,1,0
2170.HK,1,0,0,0,0,0
2176.HK,1,1,0,0,1,1
2177.HK,0,0,0,0,1,0
2178.HK,1,0,0,0,1,1
2180.HK,0,0,0,0,0,1
2182.HK,2,0,0,0,1,0
2185.HK,0,0,1,0,1,0
2188.HK,0,1,0,1,0,0
2203.HK,0,1,0,0,2,3
2211.HK,0,0,1,0,1,0
2212.HK,1,0,0,0,3,0
2216.HK,0,0,0,0,1,0
2218.HK,1,0,0,2,3,0
2219.HK,0,0,0,0,1,0
2222.HK,0,0,1,0,4,2
2223.HK,1,0,0,1,0,0
2226.HK,2,0,0,0,1,0
2236.HK,1,0,0,0,0,0
2237.HK,0,0,0,0,1,0
2239.HK,0,1,0,0,0,0
2246.HK,0,0,0,0,1,1
2250.HK,0,0,0,0,2,0
2257.HK,0,0,0,0,2,0
2260.HK,1,0,0,0,0,0
2263.HK,0,0,0,0,1,0
2280.HK,1,0,0,2,2,1
2281.HK,0,1,0,0,0,0
2293.HK,1,0,0,0,0,0
2297.HK,0,0,1,0,0,0
2306.HK,0,0,0,0,1,0
2307.HK,0,0,0,0,2,0
2309.HK,0,0,0,0,0,1
2312.HK,0,0,0,0,3,1
2317.HK,0,0,0,1,1,0
2320.HK,1,0,0,0,1,0
2321.HK,0,0,0,0,1,1
2322.HK,1,0,1,0,0,3
2323.HK,1,0,0,1,1,0
2324.HK,1,0,0,0,0,0
2326.HK,0,0,0,1,2,0
2327.HK,1,1,0,1,3,1
2336.HK,0,0,1,0,2,0
2339.HK,1,0,1,0,3,1
2348.HK,1,0,1,0,3,1
2349.HK,2,0,1,2,2,0
2350.HK,0,0,0,0,1,0
2358.HK,0,0,0,1,2,1
2363.HK,0,0,0,0,1,0
2369.HK,0,1,0,1,0,0
2371.HK,0,0,1,0,2,0
2372.HK,0,0,0,0,1,0
2377.HK,3,0,0,0,0,0
2381.HK,0,0,0,0,1,0
2383.HK,0,1,0,2,3,1
2392.HK,0,0,0,0,0,1
2399.HK,0,1,0,0,1,0
2405.HK,0,0,0,2,0,0
2407.HK,0,0,0,0,1,0
2416.HK,0,0,0,0,1,1
2425.HK,0,0,0,0,1,1
2427.HK,0,0,0,0,1,0
2440.HK,0,0,0,0,1,0
2442.HK,0,0,0,0,0,1
2450.HK,0,0,0,0,0,1
2457.HK,1,0,1,0,0,0
2458.HK,0,0,0,0,0,1
2483.HK,0,1,0,0,0,0
2488.HK,1,1,1,0,6,0
2495.HK,0,0,0,0,1,0
2496.HK,0,0,0,0,0,1
2500.HK,2,0,1,0,0,0
2502.HK,0,0,0,0,1,0
2505.HK,0,0,1,0,0,0
2512.HK,1,0,0,0,0,0
2528.HK,0,0,0,1,1,0
2530.HK,0,0,0,0,1,0
2545.HK,0,1,0,0,0,0
2593.HK,0,0,0,0,1,0
2623.HK,1,0,0,0,0,1
2722.HK,0,0,0,1,1,0
2728.HK,1,0,0,0,2,0
2738.HK,0,0,0,0,0,1
2779.HK,1,1,0,0,0,0
2878.HK,3,0,0,0,1,0
2882.HK,0,0,0,1,4,0
2886.HK,1,0,0,1,0,0
3300.HK,1,0,0,0,2,0
3303.HK,1,0,0,1,1,1
3313.HK,0,0,0,0,4,0
3318.HK,1,0,0,2,2,0
3322.HK,2,0,0,0,0,0
3326.HK,0,0,0,0,1,1
3332.HK,0,0,0,1,1,0
3363.HK,2,0,0,0,0,1
3368.HK,4,0,0,0,3,1
3389.HK,3,0,0,3,3,0
3390.HK,0,0,0,0,1,0
3395.HK,0,0,0,1,0,0
3399.HK,0,0,0,1,0,1
3601.HK,1,0,0,0,0,0
3626.HK,0,0,0,0,0,2
3638.HK,1,0,0,0,2,0
3639.HK,0,1,0,0,0,0
3666.HK,0,0,0,0,1,0
3680.HK,0,0,0,0,1,0
3683.HK,0,0,0,1,4,0
3768.HK,0,0,0,0,1,0
3773.HK,2,1,0,0,0,1
3778.HK,0,0,0,0,1,0
3816.HK,0,0,1,1,0,0
3828.HK,0,1,1,1,1,0
3836.HK,0,0,0,0,3,0
3838.HK,3,0,0,0,1,2
3882.HK,0,0,1,0,0,0
3889.HK,1,0,1,0,1,1
3893.HK,0,0,0,0,1,0
3919.HK,2,0,1,0,0,0
3989.HK,1,4,0,1,1,0
3991.HK,1,0,0,0,1,0
3997.HK,0,0,1,0,0,1
3999.HK,0,0,0,1,1,0
6033.HK,0,0,0,0,3,0
6083.HK,0,0,0,0,1,0
6100.HK,1,0,0,0,2,0
6119.HK,0,0,0,0,1,0
6123.HK,0,1,0,1,2,0
6133.HK,0,0,0,0,1,1
6136.HK,0,1,0,0,1,0
6182.HK,1,0,0,0,0,0
6193.HK,0,0,1,0,0,1
6609.HK,1,0,0,0,1,0
6633.HK,1,0,0,0,0,0
6661.HK,0,1,0,0,0,0
6663.HK,0,1,0,0,0,0
6698.HK,0,0,0,2,1,1
6812.HK,1,0,0,0,1,0
6820.HK,0,0,0,0,1,0
6826.HK,3,0,0,0,0,0
6828.HK,0,0,0,1,1,1
6830.HK,0,0,0,0,2,0
6838.HK,1,0,0,0,0,0
6839.HK,0,0,0,0,2,1
6858.HK,0,0,0,0,1,0
6860.HK,1,0,0,0,1,1
6878.HK,0,0,0,0,0,1
6885.HK,0,0,1,0,0,2
6893.HK,0,1,0,0,0,1
6898.HK,1,1,0,0,0,0
6899.HK,1,0,0,0,0,0
6909.HK,0,0,0,0,1,0
6911.HK,0,0,0,0,0,1
6918.HK,1,0,0,0,1,1
6919.HK,0,0,0,0,1,0
6928.HK,1,0,0,0,2,0
6933.HK,0,0,0,0,0,1
6966.HK,2,0,0,0,0,0
6988.HK,1,0,0,0,0,0
8005.HK,1,0,2,1,0,1
8006.HK,0,0,0,0,2,0
8007.HK,2,0,0,0,0,3
8017.HK,2,0,0,0,1,0
8020.HK,0,1,0,0,0,1
8026.HK,1,0,0,1,1,0
8028.HK,1,0,2,0,2,1
8029.HK,3,0,0,0,0,0
8031.HK,0,0,0,0,1,0
8033.HK,0,1,0,0,1,0
8035.HK,0,0,0,0,1,0
8036.HK,0,0,0,0,1,0
8041.HK,0,0,0,0,2,0
8043.HK,0,0,0,0,1,0
8047.HK,0,0,0,1,3,0
8048.HK,0,0,0,0,2,0
8050.HK,0,0,0,0,3,1
8051.HK,0,0,0,0,1,1
8056.HK,1,0,0,0,0,0
8060.HK,0,1,0,0,0,0
8062.HK,0,0,0,0,0,1
8063.HK,1,0,0,0,1,0
8066.HK,0,0,0,0,1,0
8069.HK,0,0,0,0,2,0
8071.HK,1,0,0,0,1,1
8072.HK,0,0,1,0,0,0
8073.HK,0,0,0,0,2,0
8076.HK,0,0,0,0,0,1
8079.HK,1,0,1,1,4,0
8081.HK,1,0,0,2,2,0
8082.HK,1,0,0,0,3,1
8087.HK,0,0,1,0,1,0
8092.HK,1,0,0,1,0,1
8095.HK,1,0,1,1,2,0
8103.HK,1,0,0,1,2,1
8106.HK,0,0,1,0,0,0
8111.HK,1,2,0,2,1,1
8115.HK,0,0,0,0,1,0
8117.HK,0,0,0,0,2,0
8118.HK,0,0,0,0,1,1
8120.HK,1,0,0,1,3,0
8123.HK,0,0,0,0,0,1
8126.HK,0,0,0,0,0,1
8128.HK,1,0,1,1,2,1
8130.HK,0,0,1,1,3,3
8132.HK,0,0,1,0,1,1
8133.HK,0,0,0,1,1,1
8136.HK,0,0,0,0,1,1
8139.HK,1,0,1,0,1,1
8147.HK,0,0,0,0,2,1
8152.HK,0,0,0,0,1,0
8156.HK,0,0,2,0,2,2
8159.HK,0,0,0,0,1,1
8162.HK,0,0,0,0,1,0
8168.HK,0,0,0,0,4,1
8169.HK,0,0,1,0,0,0
8172.HK,0,0,0,0,3,4
8178.HK,1,0,2,1,2,1
8179.HK,1,0,0,1,4,0
8186.HK,0,0,0,1,1,1
8189.HK,0,0,0,1,2,0
8191.HK,0,0,1,2,4,2
8193.HK,0,0,0,0,0,2
8196.HK,0,0,0,1,0,1
8200.HK,2,1,0,0,3,1
8201.HK,1,0,0,0,2,0
8203.HK,0,1,0,0,3,1
8211.HK,0,0,0,0,2,0
8219.HK,0,0,0,0,1,0
8222.HK,1,0,0,0,1,0
8223.HK,0,1,0,0,0,0
8227.HK,1,1,0,0,1,1
8241.HK,1,0,0,0,0,0
8245.HK,1,0,0,0,3,1
8246.HK,0,0,0,0,1,0
8250.HK,0,1,0,0,1,1
8267.HK,0,1,0,1,0,0
8277.HK,0,0,0,0,0,1
8280.HK,1,0,0,0,1,0
8281.HK,0,0,0,0,2,0
8283.HK,1,0,0,0,0,1
8285.HK,0,0,0,0,1,0
8286.HK,0,0,0,0,0,1
8291.HK,1,0,0,0,1,0
8292.HK,0,0,0,0,1,0
8293.HK,0,0,0,0,1,2
8295.HK,0,1,0,0,2,1
8296.HK,1,0,1,2,1,1
8300.HK,1,0,0,0,0,0
8307.HK,0,0,0,0,1,0
8309.HK,1,0,0,2,1,0
8310.HK,0,0,0,0,1,0
8311.HK,0,1,0,0,3,0
8317.HK,0,1,0,0,6,1
8326.HK,1,0,0,0,0,0
8328.HK,1,0,0,0,3,0
8337.HK,1,0,0,0,0,1
8340.HK,2,0,0,0,0,0
8347.HK,1,1,0,0,0,1
8362.HK,0,0,0,0,1,0
8365.HK,0,0,0,0,1,0
8367.HK,0,0,0,0,2,0
8370.HK,1,0,0,0,0,0
8385.HK,0,0,0,0,3,2
8391.HK,0,0,1,0,0,0
8392.HK,0,0,0,0,0,1
8395.HK,1,0,0,0,1,2
8400.HK,0,1,0,0,0,0
8403.HK,0,0,0,0,2,1
8406.HK,0,0,0,0,0,1
8413.HK,1,0,1,0,0,0
8418.HK,0,0,0,0,1,1
8425.HK,0,1,0,0,0,0
8430.HK,0,0,0,0,1,0
8431.HK,0,0,0,0,2,0
8436.HK,1,1,0,0,0,0
8450.HK,1,0,0,0,2,0
8456.HK,1,0,0,0,1,0
8462.HK,0,0,0,0,1,1
8473.HK,1,0,1,0,2,1
8476.HK,0,0,0,0,1,0
8482.HK,1,0,0,0,1,1
8487.HK,1,0,0,0,3,0
8489.HK,0,0,0,0,0,1
8490.HK,0,0,0,0,0,3
8502.HK,0,0,0,1,0,0
8512.HK,2,0,0,0,0,0
8513.HK,0,2,0,1,2,0
8521.HK,0,0,0,0,1,1
8525.HK,0,0,0,0,1,0
8529.HK,0,0,0,0,1,1
8536.HK,0,0,0,0,1,2
8545.HK,1,0,0,0,4,0
8547.HK,0,0,1,0,4,0
8603.HK,0,0,0,0,0,1
8606.HK,1,0,0,0,0,0
8612.HK,1,0,0,0,4,0
8627.HK,0,0,0,0,1,0
8631.HK,0,0,1,0,1,1
8637.HK,0,0,0,0,1,0
8645.HK,0,1,1,0,0,0
8646.HK,0,2,1,0,2,2
8657.HK,0,0,1,0,1,0
8659.HK,2,0,0,0,1,0
9689.HK,0,0,0,0,0,1
9908.HK,0,0,0,0,1,0
9918.HK,0,0,1,0,1,0
9955.HK,0,0,0,0,1,0
9963.HK,0,0,0,1,1,0
9990.HK,0,0,0,1,0,0
9991.HK,0,0,0,0,1,0
