股票編號,股票名稱,行業編號,現價#,升跌,升跌(%),成交量,成交額,市盈率,市賬率,收益率,市值,股票編號_df4,流動比率,速動比率,資產回報率,股本回報率,毛利率,邊際利潤率,派息比率,債務股本比率,截至,股票編號_df6,收入,年度收入增長,經營溢利,經營利益率,股東應佔溢利,邊際利潤率_df6,每股盈利,每股盈利年度增長,截至_df6,sno,數字市值,type
09896.HK,名創優品,100305,30.760,+0.020,+0.065%,2.64百萬,8.03千萬,13.70,3.51,3.79%,381.10億,09896.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,09896.HK,83.67億,-32.000%,17.03億,20.357%,13.69億,16.357%,1.096,N/A,2023/12,9896.HK,38110000000.0,L
09961.HK,攜程集團－Ｓ,100403,380.800,-3.600,-0.937%,2.78百萬,10.57億,6.76,1.31,0.00%,"2,487.65億",09961.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,09961.HK,487.92億,115.000%,124.13億,25.441%,108.72億,22.283%,16.651,580.206%,2023/12,9961.HK,248765000000.0,L
09973.HK,奇瑞汽車,020101,26.800,+0.720,+2.761%,2.09百萬,5.58千萬,7.03,2.76,3.57%,631.08億,09973.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,09973.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,9973.HK,63108000000.00001,L
09988.HK,阿里巴巴－Ｗ,070201,119.000,-1.500,-1.245%,7.20千萬,85.84億,16.10,2.09,1.63%,"22,728.17億",09988.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,09988.HK,"10,151.44億",2.000%,"1,222.59億",12.044%,860.09億,8.473%,4.260,7.730%,2024/03,9988.HK,2272817000000.0,L
09992.HK,泡泡瑪特,020502,143.600,-5.100,-3.430%,3.62千萬,52.47億,13.43,7.78,1.85%,"1,925.74億",09992.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,09992.HK,69.07億,32.000%,13.49億,19.531%,11.86億,17.177%,0.888,124.884%,2023/12,9992.HK,192574000000.0,L
09999.HK,網易－Ｓ,070204,170.500,-1.900,-1.102%,6.31百萬,10.80億,14.46,3.03,2.72%,"5,401.37億",09999.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,09999.HK,"1,134.22億",4.000%,303.75億,26.780%,322.46億,28.431%,10.030,42.717%,2023/12,9999.HK,540137000000.0,L
80016.HK,新鴻基地產－Ｒ,090201,113.700,+1.100,+0.977%,0.00,0.00,18.52,0.58,3.08%,"3,294.78億",80016.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,80016.HK,668.31億,1.000%,250.03億,37.412%,178.01億,26.636%,6.140,-19.735%,2024/06,80016.HK,329478000000.0,L
80175.HK,吉利汽車－Ｒ,020101,18.420,-0.180,-0.968%,1.20萬,22.31萬,36.12,2.40,1.09%,"1,988.77億",80175.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,80175.HK,"1,792.04億",21.000%,52.31億,2.919%,51.66億,2.883%,0.510,N/A,2023/12,80175.HK,198877000000.0,L
80291.HK,華潤啤酒－Ｒ,020204,22.580,+0.240,+1.074%,9.50千,21.51萬,14.20,2.42,4.15%,732.54億,80291.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,80291.HK,389.32億,10.000%,70.78億,18.180%,51.53億,13.236%,1.590,18.657%,2023/12,80291.HK,73254000000.0,L
80700.HK,騰訊控股－Ｒ,070201,427.200,+2.000,+0.470%,6.70千,2.87百萬,35.06,5.01,0.73%,"38,976.59億",80700.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,80700.HK,"6,090.15億",9.000%,"1,600.74億",26.284%,"1,152.16億",18.918%,12.186,-38.321%,2023/12,80700.HK,3897658999999.9995,L
80883.HK,中國海洋石油－Ｒ,030201,24.500,-1.040,-4.072%,30.10萬,7.39百萬,9.42,1.75,4.65%,"11,644.84億",80883.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,80883.HK,"4,166.09億",-1.000%,"1,677.69億",40.270%,"1,238.43億",29.726%,2.600,-14.191%,2023/12,80883.HK,1164484000000.0,L
80941.HK,中國移動－Ｒ,110101,70.100,+1.150,+1.668%,13.25萬,9.21百萬,11.38,1.12,6.29%,"15,179.40億",80941.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,80941.HK,"10,093.09億",7.000%,"1,343.46億",13.311%,"1,317.66億",13.055%,6.160,4.762%,2023/12,80941.HK,1517940000000.0,L
80992.HK,聯想集團－Ｒ,070302,8.050,-0.090,-1.106%,2.80萬,22.44萬,13.19,2.47,4.38%,998.58億,80992.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,80992.HK,"4,125.34億",-3.000%,145.52億,3.527%,73.31億,1.777%,0.610,-34.211%,2024/03,80992.HK,99858000000.0,L
81211.HK,比亞迪股份－Ｒ,020101,93.250,+0.200,+0.215%,1.34千,12.61萬,9.04,1.96,3.32%,"3,434.77億",81211.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,81211.HK,"6,023.15億",42.000%,381.03億,6.326%,300.01億,4.981%,10.320,80.736%,2023/12,81211.HK,343477000000.0,L
81299.HK,友邦保險－Ｒ,040302,74.700,-0.150,-0.200%,6.20千,46.09萬,31.77,2.91,1.97%,"7,849.64億",81299.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,81299.HK,"2,190.96億",-43.000%,344.23億,15.863%,268.20億,12.360%,2.351,"1,598.668%",2023/12,81299.HK,784964000000.0,L
81810.HK,小米集團－ＷＲ,070306,27.940,-0.580,-2.034%,7.96萬,2.23百萬,39.91,4.27,0.00%,"7,245.86億",81810.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,81810.HK,"2,709.70億",-3.000%,200.09億,7.384%,174.75億,6.449%,0.700,600.000%,2023/12,81810.HK,724586000000.0,L
82020.HK,安踏體育－Ｒ,020605,66.600,+0.450,+0.680%,4.80千,31.86萬,18.05,3.67,2.70%,"1,862.57億",82020.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,82020.HK,623.56億,16.000%,153.67億,24.644%,102.36億,16.415%,3.690,30.851%,2023/12,82020.HK,186257000000.0,L
82318.HK,中國平安－Ｒ,040301,52.300,+0.450,+0.868%,3.25萬,1.70百萬,10.81,1.06,4.65%,"3,895.08億",82318.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,82318.HK,"10,318.63億",4.000%,"1,201.17億",11.641%,856.65億,8.302%,4.840,0.833%,2023/12,82318.HK,389508000000.0,L
82331.HK,李寧－Ｒ,020605,18.840,+0.310,+1.673%,4.05萬,76.18萬,15.29,2.03,2.91%,486.98億,82331.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,82331.HK,275.98億,6.000%,35.59億,12.896%,31.87億,11.547%,1.232,-20.704%,2023/12,82331.HK,48698000000.0,L
82333.HK,長城汽車－Ｒ,020101,10.780,+0.280,+2.667%,500.00,5.25千,13.15,1.34,2.78%,249.96億,82333.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,82333.HK,"1,732.12億",26.000%,72.01億,4.157%,70.22億,4.054%,0.820,-9.890%,2023/12,82333.HK,24996000000.0,L
