股票編號,股票名稱,行業編號,現價#,升跌,升跌(%),成交量,成交額,市盈率,市賬率,收益率,市值,股票編號_df4,流動比率,速動比率,資產回報率,股本回報率,毛利率,邊際利潤率,派息比率,債務股本比率,截至,股票編號_df6,收入,年度收入增長,經營溢利,經營利益率,股東應佔溢利,邊際利潤率_df6,每股盈利,每股盈利年度增長,截至_df6,sno,數字市值
01280.HK,奇點國峰,100306,4.500,-0.020,-0.442%,1.10百萬,4.92百萬,無盈利,38.43,0.00%,82.68億,01280.HK,1.08,0.85,17.81%,-12.91%,19.31%,17.46%,N/A,-113.94%,2023/12,01280.HK,3.51億,18.000%,9.37千萬,26.717%,6.12千萬,17.465%,0.280,N/A,2023/12,1280.HK,8268000000.000001
02347.HK,友和集團,100306,0.580,-0.060,-9.375%,62.00萬,38.30萬,14.04,1.07,5.17%,2.85億,02347.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02347.HK,8.41億,-1.000%,2.64千萬,3.135%,2.23千萬,2.652%,0.045,240.458%,2024/03,2347.HK,285000000.0
00526.HK,利時集團控股,020301,0.084,0.000,0.000%,15.60萬,1.28萬,18.26,0.28,0.00%,7.43億,00526.HK,2.26,2.06,7.99%,13.58%,25.87%,12.10%,N/A,28.86%,2024/03,00526.HK,28.99億,4.000%,4.40億,15.164%,3.51億,12.096%,0.044,-86.881%,2024/03,0526.HK,743000000.0
00713.HK,世界（集團）,020301,0.450,-0.015,-3.226%,0.00,0.00,無盈利,0.32,0.00%,3.56億,00713.HK,1.03,0.91,-5.63%,-11.86%,11.43%,-45.22%,N/A,4.23%,2023/12,00713.HK,3.81億,-39.000%,-1.69億,-44.274%,-1.72億,-45.223%,-0.218,20.583%,2023/12,0713.HK,356000000.0
01044.HK,恆安國際,020301,27.860,-0.260,-0.925%,1.58百萬,4.43千萬,13.00,1.46,5.41%,323.40億,01044.HK,1.41,1.18,6.96%,13.73%,33.70%,11.78%,57.97%,69.96%,2023/12,01044.HK,260.54億,2.000%,43.61億,16.737%,30.70億,11.783%,2.647,41.624%,2023/12,1044.HK,32339999999.999996
01629.HK,冠均國際控股,020301,0.160,0.000,0.000%,0.00,0.00,26.67,0.32,0.00%,8.74千萬,01629.HK,3.02,2.28,3.86%,6.86%,18.95%,14.40%,N/A,7.86%,2023/12,01629.HK,1.31億,-53.000%,1.68千萬,12.795%,1.89千萬,14.403%,0.035,N/A,2023/12,1629.HK,87400000.0
02023.HK,中國綠島科技,020301,0.780,+0.030,+4.000%,2.40萬,1.80萬,7.03,0.81,0.00%,3.84億,02023.HK,0.77,0.69,3.14%,10.65%,18.86%,6.17%,N/A,174.24%,2023/12,02023.HK,7.74億,28.000%,6.46千萬,8.349%,4.78千萬,6.175%,0.099,74.910%,2023/12,2023.HK,384000000.0
06601.HK,朝雲集團,020301,2.270,-0.060,-2.575%,7.31百萬,1.70千萬,14.00,0.95,5.85%,30.27億,06601.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,06601.HK,17.71億,8.000%,2.38億,13.448%,1.92億,10.833%,0.144,157.232%,2023/12,6601.HK,3027000000.0
06993.HK,藍月亮集團,020301,2.900,-0.100,-3.333%,1.37百萬,4.01百萬,無盈利,1.96,3.45%,170.06億,06993.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,06993.HK,73.24億,-7.000%,1.30億,1.781%,3.25億,4.442%,0.058,-46.520%,2023/12,6993.HK,17006000000.0
08186.HK,曼妠,020301,0.500,+0.005,+1.010%,31.50萬,15.62萬,294.12,2.62,0.00%,5.69千萬,08186.HK,3.90,3.87,-6.07%,-7.67%,18.14%,-6.11%,N/A,0.16%,2023/12,08186.HK,2.69千萬,20.000%,-1.22百萬,-4.526%,-1.64百萬,-6.105%,-0.032,N/A,2023/12,8186.HK,56900000.00000001
08392.HK,舍圖控股,020301,0.063,+0.005,+8.621%,40.00萬,2.35萬,無盈利,3.28,0.00%,6.30千萬,08392.HK,4.99,4.80,-29.01%,-36.09%,28.69%,-16.97%,N/A,1.90%,2024/03,08392.HK,4.57千萬,-25.000%,-7.77百萬,-17.004%,-7.76百萬,-16.971%,-0.008,-18.182%,2024/03,8392.HK,63000000.0
08451.HK,日光控股,020301,0.060,0.000,0.000%,0.00,0.00,10.71,0.44,0.00%,4.80千萬,08451.HK,3.48,2.88,3.20%,3.86%,31.06%,4.45%,N/A,1.20%,2023/09,08451.HK,8.39千萬,27.000%,4.90百萬,5.837%,3.74百萬,4.453%,0.005,179.503%,2023/09,8451.HK,48000000.0
08512.HK,凱富善集團控股,020301,0.305,0.000,0.000%,0.00,0.00,1.74,0.43,0.00%,2.80億,08512.HK,2.98,2.39,14.89%,20.23%,38.73%,11.81%,N/A,3.63%,2023/12,08512.HK,8.66億,26.000%,1.35億,15.580%,1.02億,11.808%,0.093,40.060%,2023/12,8512.HK,280000000.0
00599.HK,怡邦行控股,020403,0.184,+0.004,+2.222%,17.00萬,2.84萬,無盈利,0.28,0.00%,1.32億,00599.HK,2.15,1.19,1.20%,1.72%,38.97%,1.86%,N/A,19.66%,2024/03,00599.HK,4.60億,1.000%,1.45千萬,3.148%,8.54百萬,1.858%,0.012,-46.396%,2024/03,0599.HK,132000000.0
01715.HK,智慧健康科技,020403,0.570,-0.020,-3.390%,86.00萬,48.16萬,無盈利,1.72,0.00%,2.06億,01715.HK,1.32,0.83,-29.76%,-84.73%,25.15%,-58.46%,N/A,122.66%,2023/12,01715.HK,9.25千萬,-7.000%,-4.50千萬,-48.613%,-5.41千萬,-58.455%,-0.800,1.478%,2023/12,1715.HK,206000000.0
02549.HK,卡羅特,020403,4.670,-0.170,-3.512%,18.45萬,87.06萬,5.42,1.94,3.02%,25.72億,02549.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02549.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2549.HK,2572000000.0
06822.HK,科勁國際,020403,0.415,0.000,0.000%,0.00,0.00,13.30,0.51,9.64%,2.91億,06822.HK,2.95,2.32,-1.84%,-2.61%,26.00%,-2.15%,-95.24%,21.74%,2023/12,06822.HK,6.91億,-25.000%,-1.08千萬,-1.557%,-1.48千萬,-2.146%,-0.021,N/A,2023/12,6822.HK,291000000.0
00677.HK,金源發展國際實業,100305,0.355,0.000,0.000%,22.80萬,8.10萬,無盈利,0.48,6.48%,6.03億,00677.HK,1.86,1.35,5.13%,8.10%,38.82%,5.16%,36.51%,32.27%,2024/03,00677.HK,20.72億,N/A,1.49億,7.185%,1.07億,5.156%,0.063,-17.105%,2024/03,0677.HK,603000000.0
00759.HK,ＣＥＣ國際控股,100305,0.242,-0.005,-2.024%,14.60萬,3.54萬,無盈利,0.37,0.00%,1.61億,00759.HK,1.03,0.51,-3.36%,-6.07%,39.42%,-2.03%,N/A,51.42%,2024/04,00759.HK,14.70億,-13.000%,-1.98千萬,-1.348%,-2.98千萬,-2.029%,-0.045,N/A,2024/04,0759.HK,161000000.0
00814.HK,北京京客隆,100305,0.325,+0.005,+1.563%,1.09百萬,34.33萬,無盈利,0.10,0.00%,5.92千萬,00814.HK,1.03,0.69,-1.06%,-5.09%,20.40%,-0.80%,N/A,252.36%,2023/12,00814.HK,103.79億,-3.000%,1.48千萬,0.142%,-8.30千萬,-0.799%,-0.197,20.495%,2023/12,0814.HK,59200000.0
00831.HK,利亞零售,100305,0.330,0.000,0.000%,15.20萬,4.99萬,10.71,0.40,9.09%,2.57億,00831.HK,0.76,0.69,4.49%,8.74%,53.43%,3.88%,81.08%,41.59%,2023/12,00831.HK,14.87億,1.000%,7.30千萬,4.907%,5.77千萬,3.881%,0.074,-14.943%,2023/12,0831.HK,256999999.99999997
00974.HK,中國順客隆,100305,1.200,+0.020,+1.695%,3.80萬,4.45萬,無盈利,4.03,0.00%,3.49億,00974.HK,1.38,0.92,-7.32%,-17.93%,13.67%,-4.01%,N/A,65.13%,2023/12,00974.HK,7.32億,1.000%,-2.99千萬,-4.089%,-2.93千萬,-4.009%,-0.099,2.828%,2023/12,0974.HK,349000000.0
00980.HK,聯華超市,100305,0.365,0.000,0.000%,0.00,0.00,無盈利,N/A,0.00%,1.36億,00980.HK,0.47,0.32,-3.77%,"-1,097.13%",12.74%,-3.62%,N/A,"7,123.92%",2023/12,00980.HK,239.36億,-14.000%,-2.50億,-1.044%,-8.67億,-3.624%,-0.778,-283.290%,2023/12,0980.HK,136000000.0
01373.HK,國際家居零售,100305,0.780,0.000,0.000%,25.20萬,19.81萬,11.77,0.65,7.05%,5.62億,01373.HK,1.51,0.80,5.80%,11.36%,46.94%,3.76%,80.00%,64.59%,2024/04,01373.HK,26.87億,-4.000%,1.37億,5.114%,1.01億,3.761%,0.140,-44.664%,2024/04,1373.HK,562000000.0
02360.HK,優品３６０,100305,2.070,-0.010,-0.481%,54.20萬,1.12百萬,8.36,3.88,10.15%,20.70億,02360.HK,1.19,0.53,17.12%,36.89%,35.96%,8.72%,83.33%,71.20%,2023/12,02360.HK,19.31億,-16.000%,2.14億,11.065%,1.68億,8.718%,0.168,N/A,2023/12,2360.HK,2070000000.0
02429.HK,友寶在線,100305,2.840,-0.070,-2.405%,1.62百萬,4.67百萬,無盈利,2.62,0.00%,26.88億,02429.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02429.HK,29.29億,N/A,-3.28億,-11.207%,-3.59億,-12.249%,-0.471,N/A,2023/12,2429.HK,2688000000.0
02625.HK,江蘇宏信,100305,5.400,+0.630,+13.208%,1.17百萬,5.93百萬,N/A,N/A,0.00%,11.57億,02625.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02625.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2625.HK,1157000000.0
06808.HK,高鑫零售,100305,1.840,-0.020,-1.075%,1.20千萬,2.21千萬,40.44,0.81,18.48%,175.55億,06808.HK,0.91,0.68,-2.64%,-7.50%,24.75%,-2.21%,-10.91%,39.14%,2024/03,06808.HK,782.71億,-18.000%,-10.88億,-1.390%,-17.31億,-2.212%,-0.183,N/A,2024/03,6808.HK,17555000000.0
08079.HK,仍志集團控股,100305,0.520,-0.120,-18.750%,15.00萬,8.61萬,無盈利,0.55,0.00%,1.62千萬,08079.HK,4.60,3.98,-131.72%,-157.14%,37.79%,-214.57%,N/A,4.05%,2024/03,08079.HK,5.33千萬,-25.000%,-1.15億,-215.053%,-1.14億,-214.567%,-4.600,-53.333%,2024/03,8079.HK,16200000.000000002
09896.HK,名創優品,100305,41.900,-1.000,-2.331%,3.44百萬,1.44億,18.66,4.77,2.79%,518.54億,09896.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,09896.HK,83.67億,-32.000%,17.03億,20.357%,13.69億,16.357%,1.096,N/A,2023/12,9896.HK,51854000000.0
02039.HK,中集集團,060205,8.300,+1.030,+14.168%,5.05千萬,3.94億,14.63,0.88,2.30%,253.65億,02039.HK,1.12,0.88,0.22%,0.78%,13.77%,0.28%,31.43%,87.89%,2023/12,02039.HK,"1,401.05億",-12.000%,31.04億,2.216%,3.91億,0.279%,0.077,-88.471%,2023/12,2039.HK,25365000000.0
00057.HK,震雄集團,060203,1.830,-0.020,-1.081%,1.00萬,1.84萬,7.47,0.37,6.45%,11.54億,00057.HK,3.08,2.35,2.43%,3.30%,23.74%,5.02%,50.00%,0.57%,2024/03,00057.HK,20.10億,-13.000%,1.25億,6.230%,1.01億,5.019%,0.160,-22.705%,2024/03,0057.HK,1154000000.0
00096.HK,YUSEI,060203,0.610,0.000,0.000%,0.00,0.00,4.07,0.38,2.33%,3.88億,00096.HK,0.94,0.62,3.06%,8.92%,12.35%,4.07%,10.48%,77.99%,2023/12,00096.HK,21.29億,6.000%,8.50千萬,3.994%,8.67千萬,4.072%,0.136,38.498%,2023/12,0096.HK,388000000.0
00118.HK,大同機械,060203,0.255,-0.015,-5.556%,8.40萬,2.15萬,27.72,0.18,0.00%,2.20億,00118.HK,1.83,1.41,-1.78%,-3.44%,16.98%,-2.01%,N/A,19.15%,2023/12,00118.HK,21.77億,-6.000%,4.74百萬,0.218%,-4.38千萬,-2.012%,-0.051,N/A,2023/12,0118.HK,220000000.00000003
00187.HK,京城機電股份,060203,4.760,+0.090,+1.927%,1.39千萬,6.71千萬,328.28,2.26,0.00%,4.76億,00187.HK,1.65,1.27,-1.84%,-4.85%,15.31%,-3.68%,N/A,43.10%,2023/12,00187.HK,15.41億,N/A,-5.95千萬,-3.860%,-5.66千萬,-3.677%,-0.110,N/A,2023/12,0187.HK,476000000.0
00255.HK,龍記集團,060203,1.970,+0.040,+2.073%,22.40萬,43.71萬,無盈利,0.74,11.68%,12.46億,00255.HK,5.88,3.13,-3.46%,-4.03%,100.00%,-5.00%,-87.18%,0.36%,2023/12,00255.HK,14.75億,-8.000%,-1.13億,-7.770%,-7.24千萬,-4.998%,-0.115,N/A,2023/12,0255.HK,1246000000.0
00365.HK,芯成科技,060203,0.300,-0.005,-1.639%,28.80萬,8.74萬,無盈利,1.93,0.00%,4.37億,00365.HK,1.23,1.16,-6.51%,-23.88%,28.98%,-29.51%,N/A,171.89%,2023/12,00365.HK,2.12億,-8.000%,-4.61千萬,-21.753%,-6.25千萬,-29.514%,-0.043,-152.941%,2023/12,0365.HK,437000000.0
00387.HK,力豐（集團）,060203,0.670,+0.010,+1.515%,8.00千,5.36千,7.37,0.34,23.88%,1.54億,00387.HK,1.14,0.88,1.38%,2.34%,22.64%,1.61%,91.65%,35.68%,2023/12,00387.HK,7.02億,-19.000%,4.22千萬,6.016%,1.13千萬,1.609%,0.049,36.011%,2023/12,0387.HK,154000000.0
00558.HK,力勁科技,060203,3.520,-0.070,-1.950%,1.97百萬,6.96百萬,13.72,2.41,2.13%,48.03億,00558.HK,1.84,1.40,4.75%,26.98%,27.21%,8.87%,26.91%,97.27%,2024/03,00558.HK,58.37億,-1.000%,6.59億,11.285%,4.84億,8.869%,0.353,-8.786%,2024/03,0558.HK,4803000000.0
00641.HK,中國恆天立信國際,060203,0.270,0.000,0.000%,37.80萬,9.83萬,無盈利,0.29,0.00%,2.97億,00641.HK,0.56,0.37,-6.92%,-20.15%,28.13%,-13.71%,N/A,101.94%,2023/12,00641.HK,17.40億,-30.000%,-1.89億,-10.848%,-2.39億,-13.711%,-0.217,-16.613%,2023/12,0641.HK,297000000.0
00658.HK,中國高速傳動,060203,1.620,-0.060,-3.571%,4.01百萬,6.72百萬,無盈利,0.30,0.00%,26.49億,00658.HK,1.35,1.05,0.23%,0.93%,14.10%,0.40%,N/A,92.42%,2023/12,00658.HK,263.93億,10.000%,15.03億,5.693%,1.05億,0.397%,0.064,-9.097%,2023/12,0658.HK,2649000000.0
00679.HK,亞洲聯網科技,060203,0.930,-0.030,-3.125%,7.00萬,6.63萬,無盈利,0.25,3.23%,3.55億,00679.HK,1.36,1.32,14.24%,20.71%,19.19%,77.33%,3.90%,2.53%,2023/12,00679.HK,3.93億,23.000%,4.15億,105.542%,3.04億,77.335%,0.770,N/A,2023/12,0679.HK,355000000.0
00838.HK,億和控股,060203,1.080,+0.010,+0.935%,5.20百萬,5.49百萬,7.72,0.60,3.89%,18.69億,00838.HK,1.42,1.21,3.19%,7.91%,20.89%,3.83%,30.07%,84.90%,2023/12,00838.HK,61.83億,-1.000%,3.91億,6.321%,2.37億,3.835%,0.136,15.254%,2023/12,0838.HK,1869000000.0000002
01156.HK,CHINANEW,060203,0.098,-0.008,-7.547%,1.51百萬,15.22萬,無盈利,5.39,0.00%,5.78千萬,01156.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01156.HK,4.58千萬,-65.000%,-1.19億,-259.597%,-1.39億,-302.668%,-0.236,-142.931%,2023/12,1156.HK,57800000.0
01333.HK,博雷頓,060203,29.500,+0.860,+3.003%,3.80百萬,1.11億,N/A,N/A,0.00%,71.17億,01333.HK,0.85,0.72,1.40%,4.92%,29.10%,8.77%,N/A,184.70%,2020/12,01333.HK,243.17億,-7.000%,23.43億,9.634%,21.33億,8.771%,0.298,-37.990%,2020/12,1333.HK,7117000000.0
01645.HK,海納智能,060203,2.810,+0.060,+2.182%,4.59百萬,1.18千萬,無盈利,5.59,0.00%,15.85億,01645.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01645.HK,3.84億,-14.000%,-3.88千萬,-10.082%,-3.92千萬,-10.207%,-0.070,"-1,001.864%",2023/12,1645.HK,1585000000.0
01651.HK,津上機床中國,060203,37.240,+1.400,+3.906%,2.81百萬,1.04億,16.68,4.22,2.55%,139.90億,01651.HK,3.68,2.61,13.21%,17.77%,28.71%,15.39%,58.87%,0.15%,2024/03,01651.HK,33.65億,-27.000%,7.58億,22.526%,5.18億,15.385%,1.359,-21.776%,2024/03,1651.HK,13990000000.0
01882.HK,海天國際,060203,22.320,-0.500,-2.191%,1.14百萬,2.58千萬,10.87,1.61,3.27%,356.23億,01882.HK,2.46,1.99,8.56%,13.24%,32.14%,19.06%,38.59%,14.61%,2023/12,01882.HK,143.27億,3.000%,30.56億,21.333%,27.31億,19.064%,1.710,6.753%,2023/12,1882.HK,35623000000.0
01930.HK,勛龍,060203,0.370,0.000,0.000%,4.00千,1.48千,14.29,0.65,1.95%,2.44億,01930.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01930.HK,2.40億,7.000%,2.71千萬,11.291%,2.25千萬,9.397%,0.034,15.859%,2023/12,1930.HK,244000000.0
02155.HK,森松國際,060203,10.360,+0.250,+2.473%,5.39百萬,5.60千萬,15.74,2.36,1.45%,129.03億,02155.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02155.HK,80.68億,10.000%,11.02億,13.661%,9.26億,11.476%,0.800,10.837%,2023/12,2155.HK,12903000000.0
02283.HK,東江集團控股,060203,2.520,-0.050,-1.946%,37.40萬,94.91萬,7.97,1.23,9.05%,21.00億,02283.HK,2.76,2.23,8.33%,12.12%,26.35%,10.49%,81.20%,7.26%,2023/12,02283.HK,19.46億,-14.000%,2.35億,12.063%,2.04億,10.494%,0.250,-7.407%,2023/12,2283.HK,2100000000.0
02722.HK,重慶機電,060203,2.270,-0.170,-6.967%,1.91千萬,4.39千萬,18.23,0.97,1.68%,24.97億,02722.HK,1.60,1.27,1.74%,3.94%,19.21%,3.77%,25.00%,46.56%,2023/12,02722.HK,88.34億,8.000%,4.12億,4.669%,3.33億,3.768%,0.088,-2.828%,2023/12,2722.HK,2497000000.0
03816.HK,ＫＦＭ金德,060203,0.465,0.000,0.000%,8.00千,3.74千,7.69,0.50,2.80%,2.79億,03816.HK,2.57,1.96,2.99%,4.38%,18.18%,3.94%,20.67%,10.94%,2024/03,03816.HK,5.90億,-2.000%,3.26千萬,5.534%,2.32千萬,3.939%,0.039,2.381%,2024/03,3816.HK,279000000.0
01038.HK,長江基建集團,100505,54.250,-0.250,-0.459%,1.86百萬,1.01億,16.84,1.13,4.76%,"1,366.89億",01038.HK,0.91,0.90,4.84%,6.51%,100.00%,134.01%,80.25%,19.93%,2023/12,01038.HK,67.74億,-10.000%,60.07億,100.284%,80.27億,134.007%,3.190,3.571%,2023/12,1038.HK,136689000000.00002
00346.HK,延長石油國際,030201,0.395,0.000,0.000%,22.00萬,8.51萬,8.03,0.35,0.00%,4.35億,00346.HK,0.79,0.63,5.91%,16.86%,100.00%,0.78%,N/A,73.25%,2023/12,00346.HK,277.60億,-7.000%,-2.35億,-0.846%,2.18億,0.784%,0.199,N/A,2023/12,0346.HK,434999999.99999994
00386.HK,中國石油化工股份,030201,4.420,-0.020,-0.450%,1.03億,4.55億,10.29,0.62,7.05%,"1,058.38億",00386.HK,0.83,0.44,2.88%,7.26%,100.00%,1.85%,70.84%,54.82%,2023/12,00386.HK,"35,212.30億",-5.000%,951.81億,2.759%,639.19億,1.853%,0.534,-14.580%,2023/12,0386.HK,105838000000.00002
00857.HK,中國石油股份,030201,8.790,-0.170,-1.897%,1.20億,10.61億,9.19,1.00,5.84%,"1,854.59億",00857.HK,0.96,0.69,5.85%,11.14%,100.00%,5.35%,50.00%,28.57%,2023/12,00857.HK,"33,006.71億",-9.000%,"2,581.18億",7.820%,"1,766.48億",5.352%,0.965,5.570%,2023/12,0857.HK,185459000000.0
00883.HK,中國海洋石油,030201,22.400,-0.080,-0.356%,5.42千萬,12.24億,7.26,1.34,6.25%,"9,976.95億",00883.HK,2.02,1.97,12.32%,18.58%,100.00%,29.73%,43.86%,18.03%,2023/12,00883.HK,"4,566.87億",-4.000%,"1,839.08億",40.270%,"1,357.57億",29.726%,2.850,-16.618%,2023/12,0883.HK,997695000000.0001
01251.HK,華油能源,030201,0.182,-0.002,-1.087%,1.50百萬,27.33萬,無盈利,0.33,0.00%,3.56億,01251.HK,1.50,1.06,0.58%,1.29%,100.00%,0.86%,N/A,39.81%,2023/12,01251.HK,21.48億,8.000%,5.92千萬,2.774%,1.84千萬,0.860%,0.010,24.936%,2023/12,1251.HK,356000000.0
02012.HK,陽光油砂,030201,0.335,-0.015,-4.286%,3.97百萬,1.39百萬,無盈利,0.98,0.00%,1.91億,02012.HK,0.07,0.07,-2.59%,-20.95%,100.00%,-65.40%,N/A,363.73%,2023/12,02012.HK,2.32億,7.000%,-1.16億,-66.405%,-1.14億,-65.403%,-0.468,69.754%,2023/12,2012.HK,191000000.0
08270.HK,中國煤層氣,030201,0.260,0.000,0.000%,0.00,0.00,無盈利,0.75,0.00%,1.02億,08270.HK,0.51,0.46,0.75%,1.53%,11.02%,1.06%,"3,405.70%",11.78%,2023/12,08270.HK,2.62億,-28.000%,2.30百萬,0.877%,2.77百萬,1.057%,0.008,-98.632%,2023/12,8270.HK,102000000.0
80883.HK,中國海洋石油－Ｒ,030201,20.480,-0.040,-0.195%,5.70萬,1.17百萬,7.88,1.46,5.57%,"9,734.13億",80883.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,80883.HK,"4,166.09億",-1.000%,"1,677.69億",40.270%,"1,238.43億",29.726%,2.600,-14.191%,2023/12,80883.HK,973412999999.9999
00064.HK,結好控股,040202,2.990,-0.060,-1.967%,11.20萬,34.13萬,35.60,0.22,1.67%,18.48億,00064.HK,19.07,19.07,0.50%,0.62%,100.00%,8.74%,270.27%,N/A,2024/03,00064.HK,4.29億,-2.000%,8.64千萬,21.076%,3.58千萬,8.735%,0.004,-80.526%,2024/03,0064.HK,1848000000.0
00139.HK,小魚盈通,040202,0.435,-0.005,-1.136%,2.18百萬,95.09萬,無盈利,0.51,0.00%,5.34億,00139.HK,3.08,3.07,-12.78%,-17.11%,80.83%,-147.36%,N/A,22.12%,2023/12,00139.HK,9.02千萬,-67.000%,-1.24億,-137.183%,-1.33億,-147.365%,-0.008,-19.403%,2023/12,0139.HK,534000000.0
00188.HK,新華匯富金融,040202,0.265,-0.010,-3.636%,3.50萬,9.30千,無盈利,0.32,7.55%,2.01億,00188.HK,1.56,1.56,-4.68%,-7.98%,100.00%,-111.00%,-26.18%,10.38%,2024/06,00188.HK,5.10千萬,25.000%,-6.20千萬,-121.551%,-5.67千萬,-111.004%,-0.076,28.531%,2024/06,0188.HK,200999999.99999997
00211.HK,STYLAND,040202,0.255,0.000,0.000%,7.30萬,1.85萬,無盈利,0.67,0.00%,1.87億,00211.HK,0.74,0.74,-11.62%,-22.95%,98.12%,-497.20%,N/A,71.16%,2024/03,00211.HK,1.54千萬,1.000%,-6.02千萬,-389.758%,-7.68千萬,-497.197%,-0.108,-11.662%,2024/03,0211.HK,187000000.0
00218.HK,申萬宏源香港,040202,1.480,-0.060,-3.896%,83.00萬,1.25百萬,無盈利,0.88,0.00%,23.10億,00218.HK,1.24,1.24,-1.50%,-6.90%,100.00%,-31.13%,N/A,26.75%,2023/12,00218.HK,6.18億,45.000%,-1.25億,-20.143%,-1.92億,-31.131%,-0.123,78.123%,2023/12,0218.HK,2310000000.0
00227.HK,第一上海,040202,0.280,-0.010,-3.448%,24.80萬,7.08萬,7.87,0.25,0.00%,6.13億,00227.HK,1.42,1.30,-0.19%,-0.45%,66.30%,-3.40%,N/A,9.03%,2023/12,00227.HK,3.13億,-8.000%,-6.23千萬,-19.912%,-1.06千萬,-3.397%,-0.007,81.844%,2023/12,0227.HK,613000000.0
00279.HK,裕承科金,040202,0.780,+0.010,+1.299%,15.20萬,11.45萬,無盈利,N/A,0.00%,9.93億,00279.HK,7.46,7.46,-48.78%,213.41%,100.00%,-273.64%,N/A,-126.58%,2024/03,00279.HK,2.78千萬,92.000%,-5.50千萬,-235.865%,-6.38千萬,-273.642%,-0.003,40.000%,2024/03,0279.HK,993000000.0
00290.HK,國富量子（二千）,040202,1.960,-0.030,-1.508%,6.04百萬,1.17千萬,無盈利,3.72,0.00%,178.36億,00290.HK,2.97,2.97,-2.81%,-3.90%,100.00%,-62.03%,N/A,3.05%,2024/03,00290.HK,4.95千萬,83.000%,-2.82千萬,-56.921%,-3.07千萬,-62.033%,-0.009,67.958%,2024/03,0290.HK,17836000000.0
00376.HK,雲鋒金融,040202,3.840,-0.120,-3.030%,1.06千萬,4.09千萬,31.42,1.42,0.00%,155.88億,00376.HK,6.99,6.99,0.44%,3.61%,100.00%,6.54%,N/A,29.56%,2023/12,00376.HK,61.46億,21.000%,8.36億,13.768%,3.97億,6.540%,0.100,N/A,2023/12,0376.HK,15588000000.0
00510.HK,時富金融服務集團,040202,0.550,0.000,0.000%,13.20萬,7.26萬,無盈利,1.15,0.00%,2.37億,00510.HK,1.36,1.36,-10.96%,-37.92%,100.00%,-163.19%,N/A,74.53%,2023/12,00510.HK,6.77千萬,-13.000%,-9.21千萬,-157.863%,-9.52千萬,-163.192%,-0.270,-10.565%,2023/12,0510.HK,237000000.0
00585.HK,意力國際,040202,0.870,-0.060,-6.452%,3.30萬,2.80萬,無盈利,1.29,0.00%,7.22億,00585.HK,12.82,12.82,-1.48%,-1.83%,98.58%,-26.20%,N/A,0.63%,2023/12,00585.HK,4.90千萬,-16.000%,-1.23千萬,-25.183%,-1.28千萬,-26.197%,-0.020,-100.000%,2023/12,0585.HK,722000000.0
00619.HK,南華金融,040202,0.385,0.000,0.000%,63.40萬,23.93萬,無盈利,1.52,0.00%,1.16億,00619.HK,0.82,0.82,-12.52%,-62.72%,100.00%,-204.91%,N/A,207.53%,2023/12,00619.HK,7.02千萬,25.000%,-1.26億,-185.793%,-1.39億,-204.910%,-0.461,8.167%,2023/12,0619.HK,115999999.99999999
00717.HK,英皇資本,040202,0.107,-0.002,-1.835%,5.71百萬,61.32萬,10.92,0.21,0.00%,7.21億,00717.HK,2.63,2.63,-3.09%,-4.74%,100.00%,-36.42%,N/A,6.85%,2023/09,00717.HK,4.50億,-13.000%,-1.61億,-36.458%,-1.61億,-36.422%,-0.024,46.396%,2023/09,0717.HK,721000000.0
00804.HK,鼎石資本,040202,2.950,+0.080,+2.787%,10.00萬,28.51萬,無盈利,0.72,0.00%,1.80億,00804.HK,27.11,27.11,-13.86%,-14.34%,100.00%,-120.59%,N/A,0.37%,2023/12,00804.HK,2.03千萬,3.000%,-2.35千萬,-116.144%,-2.44千萬,-120.589%,-0.071,57.117%,2023/12,0804.HK,180000000.0
00821.HK,匯盈控股,040202,0.410,-0.005,-1.205%,16.80萬,7.02萬,無盈利,0.30,0.00%,1.35億,00821.HK,9.49,9.46,-50.56%,-56.01%,100.00%,-377.94%,N/A,5.59%,2023/12,00821.HK,7.86千萬,2.000%,-2.93億,-384.780%,-2.88億,-377.937%,-0.121,-40.607%,2023/12,0821.HK,135000000.0
