股票編號,股票名稱,行業編號,現價#,升跌,升跌(%),成交量,成交額,市盈率,市賬率,收益率,市值,股票編號_df4,流動比率,速動比率,資產回報率,股本回報率,毛利率,邊際利潤率,派息比率,債務股本比率,截至,股票編號_df6,收入,年度收入增長,經營溢利,經營利益率,股東應佔溢利,邊際利潤率_df6,每股盈利,每股盈利年度增長,截至_df6,sno,數字市值,type
02235.HK,微泰醫療－Ｂ,050203,6.680,-0.200,-2.907%,19.33萬,1.31百萬,無盈利,1.34,0.00%,11.13億,02235.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02235.HK,2.78億,41.000%,-1.32億,-47.496%,-1.37億,-49.369%,-0.318,-252.249%,2023/12,2235.HK,1113000000.0,S
02236.HK,惠生工程,030202,0.400,+0.020,+5.263%,2.15百萬,84.71萬,10.81,0.57,0.00%,16.30億,02236.HK,1.06,1.05,-2.07%,-7.96%,5.91%,-5.10%,N/A,45.35%,2023/12,02236.HK,42.12億,-19.000%,-2.27億,-5.388%,-2.15億,-5.104%,-0.053,83.938%,2023/12,2236.HK,1630000000.0,S
02237.HK,中國石墨,080402,0.385,-0.015,-3.750%,1.52百萬,59.15萬,無盈利,1.33,0.00%,6.16億,02237.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02237.HK,2.21億,-28.000%,2.59千萬,11.689%,2.34千萬,10.554%,0.015,-77.366%,2023/12,2237.HK,616000000.0,S
02239.HK,國微控股,070301,0.890,+0.040,+4.706%,1.80萬,1.54萬,無盈利,0.29,1.12%,2.89億,02239.HK,4.59,4.01,-7.09%,-8.19%,37.28%,-61.84%,-2.98%,0.51%,2023/12,02239.HK,1.76億,-23.000%,5.50千萬,31.315%,-1.09億,-61.842%,-0.336,N/A,2023/12,2239.HK,289000000.0,S
02246.HK,快狗打車,100508,2.990,-0.010,-0.333%,5.57萬,17.05萬,無盈利,0.59,0.00%,1.97億,02246.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02246.HK,8.25億,-5.000%,-12.08億,-146.440%,-12.05億,-146.067%,-1.929,28.740%,2023/12,2246.HK,197000000.0,S
02250.HK,小黃鴨德盈,100201,1.040,-0.020,-1.887%,44.30萬,45.87萬,無盈利,5.33,0.00%,10.20億,02250.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02250.HK,1.45億,-49.000%,-4.37千萬,-33.706%,-4.62千萬,-35.669%,-0.048,N/A,2023/12,2250.HK,1019999999.9999999,S
02251.HK,鷹瞳科技－Ｂ,050203,13.020,+0.220,+1.719%,1.11萬,14.47萬,無盈利,1.00,0.00%,13.43億,02251.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02251.HK,2.24億,74.000%,-1.60億,-71.512%,-1.45億,-64.979%,-1.403,28.925%,2023/12,2251.HK,1343000000.0,S
02257.HK,聖諾醫藥－Ｂ,050204,9.870,+0.260,+2.706%,46.44萬,4.56百萬,無盈利,N/A,0.00%,10.48億,02257.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02257.HK,2.60千萬,57.000%,-6.64億,N/A,-6.15億,N/A,-8.045,11.173%,2023/12,2257.HK,1048000000.0,S
02260.HK,環龍控股,080502,1.340,-0.010,-0.741%,2.00千,2.68千,12.77,1.54,2.24%,6.48億,02260.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02260.HK,2.60億,5.000%,6.95千萬,26.707%,5.82千萬,22.380%,0.120,-2.294%,2023/12,2260.HK,648000000.0,S
02263.HK,富石金融,040202,0.239,0.000,0.000%,0.00,0.00,82.41,0.67,0.00%,2.39億,02263.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02263.HK,5.42千萬,35.000%,3.57百萬,7.903%,3.57百萬,7.903%,0.004,-70.000%,2024/03,2263.HK,239000000.0,S
02265.HK,鴻承環保科技,100103,1.060,0.000,0.000%,15.50萬,16.20萬,16.61,1.88,0.00%,10.60億,02265.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02265.HK,1.18億,-52.000%,3.15千萬,26.641%,1.92千萬,16.199%,0.019,-79.351%,2023/12,2265.HK,1060000000.0,S
02279.HK,雍禾醫療,050102,1.990,-0.010,-0.500%,2.95萬,5.86萬,無盈利,1.38,0.00%,10.45億,02279.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02279.HK,19.48億,22.000%,-5.83億,-29.920%,-5.90億,-30.264%,-1.184,-555.913%,2023/12,2279.HK,1044999999.9999999,S
02280.HK,慧聰集團,070203,0.248,-0.002,-0.800%,52.65萬,12.43萬,無盈利,1.17,0.00%,3.25億,02280.HK,1.39,1.33,-59.46%,-326.46%,2.16%,-9.92%,N/A,73.35%,2023/12,02280.HK,202.23億,6.000%,-11.97億,-5.920%,-20.06億,-9.917%,-1.531,-692.760%,2023/12,2280.HK,325000000.0,S
02281.HK,興瀘水務,120103,0.800,0.000,0.000%,10.00萬,7.88萬,3.65,0.22,5.50%,1.72億,02281.HK,0.87,0.82,2.98%,7.50%,34.54%,16.32%,20.83%,74.83%,2023/12,02281.HK,14.10億,-7.000%,2.94億,20.878%,2.30億,16.316%,0.263,-2.828%,2023/12,2281.HK,172000000.0,S
02289.HK,創美藥業,050202,5.430,0.000,0.000%,0.00,0.00,10.35,0.89,9.01%,5.86億,02289.HK,1.07,0.78,1.58%,8.59%,6.65%,1.17%,63.10%,104.54%,2023/12,02289.HK,48.27億,2.000%,7.26千萬,1.503%,5.63千萬,1.166%,0.521,-44.854%,2023/12,2289.HK,586000000.0,S
02293.HK,百本醫護,050102,0.580,0.000,0.000%,0.00,0.00,13.24,1.02,6.90%,2.33億,02293.HK,1.28,1.27,9.72%,14.16%,100.00%,32.62%,97.02%,29.19%,2024/06,02293.HK,9.63千萬,-28.000%,4.07千萬,42.962%,3.09千萬,32.619%,0.077,-34.101%,2024/06,2293.HK,233000000.0,S
02297.HK,潤邁德－Ｂ,050203,0.285,0.000,0.000%,1.51百萬,42.74萬,無盈利,0.77,0.00%,3.99億,02297.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02297.HK,8.03千萬,-14.000%,-1.41億,-175.069%,-1.27億,-158.197%,-0.110,93.522%,2023/12,2297.HK,399000000.0,S
02306.HK,樂華娛樂,100202,2.270,-0.020,-0.873%,65.10萬,1.48百萬,38.48,1.32,0.00%,18.85億,02306.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02306.HK,8.28億,-25.000%,3.41千萬,4.117%,-1.54億,-18.637%,-0.186,N/A,2023/12,2306.HK,1885000000.0000002,S
02307.HK,錦興國際控股,020603,0.206,+0.007,+3.518%,12.20萬,2.38萬,6.36,0.10,3.40%,1.79億,02307.HK,1.44,0.90,-3.52%,-8.05%,8.19%,-3.69%,N/A,77.62%,2023/12,02307.HK,36.04億,-12.000%,-1.25億,-3.459%,-1.33億,-3.687%,-0.153,-128.358%,2023/12,2307.HK,179000000.0,S
02309.HK,大象未來集團,100202,2.090,-0.010,-0.476%,2.92百萬,6.19百萬,無盈利,5.31,0.00%,19.29億,02309.HK,1.30,1.23,-14.52%,-39.88%,-107.29%,-66.41%,N/A,136.99%,2024/06,02309.HK,2.75億,26.000%,-2.95億,-107.292%,-1.83億,-66.406%,-0.234,-601.802%,2024/06,2309.HK,1929000000.0,S
02312.HK,中國金融租賃,040204,1.370,-0.060,-4.196%,2.75百萬,3.82百萬,無盈利,6.12,0.00%,5.70億,02312.HK,129.99,129.99,-13.14%,-13.24%,100.00%,"-1,051.06%",N/A,0.15%,2023/12,02312.HK,78.00萬,400.000%,-7.95百萬,"-1,049.077%",-7.97百萬,"-1,051.055%",-0.044,61.131%,2023/12,2312.HK,570000000.0,S
02317.HK,味丹國際,020207,0.650,0.000,0.000%,0.00,0.00,7.95,0.42,10.11%,9.90億,02317.HK,2.82,1.15,1.82%,2.37%,14.35%,1.81%,99.74%,15.86%,2023/12,02317.HK,30.16億,-14.000%,1.01億,3.361%,5.46千萬,1.809%,0.036,N/A,2023/12,2317.HK,990000000.0,S
02320.HK,合豐集團,080502,0.085,0.000,0.000%,0.00,0.00,無盈利,0.10,0.00%,6.95千萬,02320.HK,0.84,0.69,-9.88%,-11.96%,6.21%,-44.93%,N/A,8.75%,2023/12,02320.HK,2.24億,-47.000%,-1.00億,-44.777%,-1.01億,-44.930%,-0.123,47.688%,2023/12,2320.HK,69500000.0,S
02321.HK,雙財莊,020203,0.410,+0.010,+2.500%,23.00萬,9.41萬,8.42,0.95,3.29%,4.10億,02321.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02321.HK,15.84億,6.000%,6.27千萬,3.962%,4.61千萬,2.910%,0.046,-19.944%,2023/12,2321.HK,409999999.99999994,S
02322.HK,新質數字,040201,0.116,-0.001,-0.855%,5.18百萬,60.36萬,無盈利,0.75,0.00%,4.78億,02322.HK,13.25,13.25,-11.39%,-12.08%,22.54%,-60.32%,N/A,1.48%,2024/03,02322.HK,1.45億,-27.000%,-8.76千萬,-60.426%,-8.74千萬,-60.319%,-0.021,-109.901%,2024/03,2322.HK,478000000.0,S
02323.HK,融科控股,060102,0.019,0.000,0.000%,0.00,0.00,無盈利,N/A,0.00%,5.03千萬,02323.HK,0.49,0.47,-22.04%,359.78%,7.07%,-146.03%,N/A,"-1,165.12%",2023/12,02323.HK,2.58億,-27.000%,-3.00億,-116.561%,-3.76億,-146.026%,-0.142,25.524%,2023/12,2323.HK,50300000.0,S
02324.HK,首都創投,040204,0.135,-0.003,-2.174%,5.00萬,6.78千,無盈利,0.18,0.00%,6.08千萬,02324.HK,6.48,6.48,-39.37%,-46.60%,100.00%,161.47%,N/A,10.42%,2023/09,02324.HK,-9.23千萬,267.000%,-1.43億,155.351%,-1.49億,161.469%,-0.350,-66.667%,2023/09,2324.HK,60800000.0,S
02326.HK,新源萬恆控股,070303,0.011,0.000,0.000%,54.00萬,5.94千,無盈利,0.60,0.00%,2.32億,02326.HK,3.77,3.58,-5.49%,-7.07%,1.39%,-3.56%,N/A,0.96%,2024/03,02326.HK,8.64億,-54.000%,-2.96千萬,-3.424%,-3.08千萬,-3.561%,-0.001,N/A,2024/03,2326.HK,231999999.99999997,S
02327.HK,美瑞健康國際,010101,0.285,+0.015,+5.556%,1.65百萬,47.10萬,36.08,0.97,1.40%,11.67億,02327.HK,4.10,2.91,2.41%,3.26%,60.39%,31.58%,40.00%,23.69%,2023/12,02327.HK,1.29億,7.000%,5.32千萬,41.180%,4.08千萬,31.577%,0.010,132.558%,2023/12,2327.HK,1167000000.0,S
02336.HK,碩奧國際,080402,0.211,+0.021,+11.053%,8.00萬,1.57萬,無盈利,1.11,0.00%,3.83億,02336.HK,7.88,2.63,-2.80%,-3.17%,6.79%,-8.25%,N/A,0.47%,2023/12,02336.HK,1.37億,12.000%,-1.26千萬,-9.194%,-1.13千萬,-8.248%,-0.006,-14.815%,2023/12,2336.HK,383000000.0,S
02337.HK,眾誠能源,030204,1.800,-0.060,-3.226%,58.80萬,1.08百萬,9.35,1.24,6.67%,6.74億,02337.HK,1.17,1.01,2.06%,8.41%,5.75%,0.54%,N/A,147.48%,2023/12,02337.HK,80.54億,17.000%,1.25億,1.546%,4.33千萬,0.537%,0.121,167.224%,2023/12,2337.HK,674000000.0,S
02339.HK,京西國際,020102,0.820,-0.040,-4.651%,72.80萬,60.08萬,無盈利,0.94,0.00%,7.06億,02339.HK,1.52,1.26,-2.83%,-6.48%,14.72%,-2.04%,N/A,35.12%,2023/12,02339.HK,27.09億,9.000%,-7.55千萬,-2.787%,-5.53千萬,-2.042%,-0.094,"-1,032.941%",2023/12,2339.HK,706000000.0,S
02347.HK,友和集團,100306,0.640,-0.020,-3.030%,10.80萬,7.15萬,15.50,1.18,4.69%,3.15億,02347.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02347.HK,8.41億,-1.000%,2.64千萬,3.135%,2.23千萬,2.652%,0.045,240.458%,2024/03,2347.HK,315000000.0,S
02348.HK,東瑞製葯,050202,1.200,0.000,0.000%,0.00,0.00,3.01,0.51,7.92%,18.04億,02348.HK,2.57,2.26,9.00%,11.42%,55.73%,28.32%,33.57%,4.22%,2023/12,02348.HK,12.62億,-12.000%,4.99億,39.525%,3.57億,28.320%,0.238,-11.573%,2023/12,2348.HK,1804000000.0,S
02349.HK,中國城市基礎設施,090201,0.061,0.000,0.000%,6.00萬,3.66千,無盈利,0.32,0.00%,1.91億,02349.HK,1.04,0.21,-9.05%,-16.96%,62.78%,-215.01%,N/A,52.66%,2023/12,02349.HK,5.18千萬,-21.000%,-1.09億,-210.137%,-1.11億,-215.010%,-0.036,2.466%,2023/12,2349.HK,191000000.0,S
02350.HK,數科集團,070202,0.520,+0.010,+1.961%,4.23百萬,2.21百萬,無盈利,1.77,0.00%,3.25億,02350.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02350.HK,6.28億,-16.000%,-1.68千萬,-2.676%,-1.50千萬,-2.384%,-0.024,N/A,2024/03,2350.HK,325000000.0,S
02358.HK,久融控股,020401,0.014,0.000,0.000%,1.07億,1.71百萬,無盈利,N/A,0.00%,7.66千萬,02358.HK,0.51,0.45,-17.14%,-462.16%,13.09%,-81.24%,N/A,831.97%,2023/12,02358.HK,4.72億,-43.000%,-2.99億,-63.349%,-3.83億,-81.244%,-0.070,-324.242%,2023/12,2358.HK,76600000.0,S
02361.HK,中康控股,070205,3.860,-0.010,-0.258%,500.00,1.94千,13.45,2.31,5.59%,17.44億,02361.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02361.HK,4.34億,7.000%,1.21億,27.951%,1.12億,25.753%,0.262,71.304%,2023/12,2361.HK,1744000000.0000002,S
02363.HK,通達宏泰,070303,0.385,0.000,0.000%,0.00,0.00,無盈利,N/A,0.00%,7.86千萬,02363.HK,0.34,0.21,-43.15%,16.23%,0.36%,-41.47%,N/A,-4.18%,2023/12,02363.HK,9.13千萬,-39.000%,-3.78千萬,-41.471%,-3.78千萬,-41.471%,-4.574,-48.597%,2023/12,2363.HK,78600000.0,S
02369.HK,酷派集團,070306,1.090,+0.030,+2.830%,13.73萬,14.33萬,無盈利,0.25,0.00%,4.18億,02369.HK,0.27,0.24,-14.64%,-27.97%,-69.52%,-301.23%,N/A,8.66%,2022/12,02369.HK,2.08億,-68.000%,-6.22億,-299.669%,-6.25億,-301.229%,-0.046,25.770%,2022/12,2369.HK,418000000.0,S
02371.HK,創聯控股,040205,0.033,0.000,0.000%,3.60百萬,11.54萬,無盈利,1.47,0.00%,2.23億,02371.HK,1.46,1.46,-33.90%,-73.43%,12.31%,-19.04%,N/A,54.44%,2024/06,02371.HK,8.90億,142.000%,-1.75億,-19.696%,-1.69億,-19.037%,-0.025,N/A,2024/06,2371.HK,223000000.0,S
02372.HK,偉立控股,060108,0.218,-0.001,-0.457%,0.00,0.00,無盈利,0.78,0.00%,1.74億,02372.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02372.HK,2.09億,-35.000%,-5.41百萬,-2.584%,-2.81百萬,-1.341%,-0.003,N/A,2023/12,2372.HK,174000000.0,S
02377.HK,博奇環保,060106,1.100,-0.010,-0.901%,8.90萬,9.85萬,4.39,0.32,4.18%,9.40億,02377.HK,1.56,1.55,4.79%,7.88%,20.40%,11.23%,13.30%,7.99%,2023/12,02377.HK,23.44億,9.000%,2.88億,12.307%,2.63億,11.233%,0.263,55.476%,2023/12,2377.HK,940000000.0,S
02381.HK,蜆殼電業,020402,0.133,-0.002,-1.481%,39.00萬,5.17萬,10.08,1.96,7.52%,2.66億,02381.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02381.HK,2.33億,-8.000%,2.45千萬,10.510%,2.08千萬,8.919%,0.010,-7.149%,2023/12,2381.HK,266000000.0,S
02383.HK,ＴＯＭ集團,100201,0.420,-0.010,-2.326%,16.80萬,7.10萬,無盈利,N/A,0.00%,16.63億,02383.HK,1.62,1.44,-7.36%,13.88%,41.28%,-28.23%,N/A,-234.39%,2023/12,02383.HK,7.84億,-5.000%,-1.71億,-21.823%,-2.21億,-28.227%,-0.056,N/A,2023/12,2383.HK,1663000000.0,S
02392.HK,玄武雲,070205,1.190,-0.010,-0.833%,24.70萬,29.54萬,89.47,1.88,0.00%,6.63億,02392.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02392.HK,14.05億,19.000%,-7.55千萬,-5.378%,-7.93千萬,-5.648%,-0.141,-89.928%,2023/12,2392.HK,663000000.0,S
02393.HK,巨星醫療控股,050101,0.133,0.000,0.000%,39.50萬,5.25萬,0.32,0.63,0.00%,3.10億,02393.HK,0.77,0.69,-0.41%,3.04%,17.60%,-0.48%,N/A,-355.93%,2023/12,02393.HK,31.93億,N/A,4.50千萬,1.409%,-1.52千萬,-0.477%,-0.007,98.631%,2023/12,2393.HK,310000000.0,S
02399.HK,中國安儲能源,020102,0.475,+0.005,+1.064%,2.72百萬,1.25百萬,無盈利,3.41,0.00%,14.47億,02399.HK,0.96,0.93,-3.03%,-8.45%,22.90%,-8.10%,N/A,74.66%,2023/12,02399.HK,7.07億,3.000%,5.56千萬,7.864%,-5.73千萬,-8.102%,-0.026,51.518%,2023/12,2399.HK,1447000000.0,S
02402.HK,億華通,060103,29.500,-1.400,-4.531%,1.06百萬,3.16千萬,無盈利,2.51,0.00%,10.58億,02402.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02402.HK,8.78億,5.000%,-3.36億,-38.291%,-2.67億,-30.374%,-1.159,-20.563%,2023/12,2402.HK,1058000000.0,S
02405.HK,力盟科技,100201,1.100,-0.030,-2.655%,12.40萬,13.56萬,207.55,3.77,0.00%,8.80億,02405.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02405.HK,1.68億,N/A,9.79千萬,58.287%,5.61千萬,33.412%,0.075,N/A,2023/12,2405.HK,880000000.0000001,S
02407.HK,高視醫療,050101,9.150,+0.080,+0.882%,2.59萬,23.81萬,13.77,0.81,3.28%,13.53億,02407.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02407.HK,15.42億,8.000%,2.72億,17.617%,1.90億,12.340%,1.283,N/A,2023/12,2407.HK,1353000000.0,S
02416.HK,易點雲,070202,1.970,-0.030,-1.500%,1.60萬,3.22萬,16.39,0.80,0.00%,10.21億,02416.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02416.HK,13.93億,N/A,-9.75億,-69.971%,-9.87億,-70.875%,-2.488,N/A,2023/12,2416.HK,1021000000.0000001,S
02422.HK,潤歌互動,100201,0.600,0.000,0.000%,4.00萬,2.40萬,無盈利,2.35,0.00%,9.00億,02422.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02422.HK,2.09億,-27.000%,1.63千萬,7.798%,1.38千萬,6.573%,0.011,-86.118%,2023/12,2422.HK,900000000.0,S
02425.HK,澳亞集團,020206,1.790,+0.010,+0.562%,2.40萬,4.29萬,無盈利,0.34,0.00%,17.55億,02425.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02425.HK,50.59億,-6.000%,-5.15億,-11.975%,-5.36億,-12.455%,-0.767,N/A,2023/12,2425.HK,1755000000.0,S
02427.HK,GUANZE,050101,0.510,+0.040,+8.511%,8.50萬,4.10萬,26.15,1.76,0.00%,4.85億,02427.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02427.HK,1.71億,-14.000%,4.24千萬,24.764%,3.02千萬,17.663%,0.033,45.758%,2023/12,2427.HK,484999999.99999994,S
02436.HK,凌雄科技,070303,4.050,-0.030,-0.735%,1.20千,4.86千,無盈利,1.88,0.00%,14.31億,02436.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02436.HK,19.66億,4.000%,-1.41億,-7.169%,-1.44億,-7.321%,-0.471,N/A,2023/12,2436.HK,1431000000.0,S
02438.HK,出門問問,070203,0.620,0.000,0.000%,4.36百萬,2.75百萬,無盈利,2.92,0.00%,9.55億,02438.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02438.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2438.HK,955000000.0000001,S
02439.HK,中寶新材,060106,0.275,0.000,0.000%,63.80萬,17.54萬,2.33,0.47,0.00%,2.75億,02439.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02439.HK,4.01億,N/A,1.12億,27.998%,9.20千萬,22.954%,0.096,N/A,2023/12,2439.HK,275000000.0,S
02440.HK,迷策略,070201,2.560,-0.020,-0.775%,20.10萬,50.57萬,無盈利,3.23,0.00%,9.42億,02440.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02440.HK,4.83億,32.000%,3.78千萬,7.821%,2.79千萬,5.787%,0.127,-24.436%,2023/12,2440.HK,942000000.0,S
02442.HK,怡俊集團控股,100106,2.900,+0.100,+3.571%,2.40萬,6.79萬,無盈利,5.33,1.72%,11.83億,02442.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02442.HK,3.53億,4.000%,4.30千萬,12.178%,3.58千萬,10.151%,0.088,-35.772%,2024/06,2442.HK,1183000000.0,S
02450.HK,淮北綠金股份,080201,2.840,+0.140,+5.185%,46.50萬,1.29百萬,無盈利,1.50,0.00%,1.87億,02450.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02450.HK,3.19億,-30.000%,1.43億,45.037%,4.11千萬,12.900%,0.153,-59.988%,2023/12,2450.HK,187000000.0,S
02457.HK,步陽國際,020103,0.250,0.000,0.000%,0.00,0.00,12.26,0.59,0.00%,2.50億,02457.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02457.HK,4.02億,-18.000%,5.48千萬,13.622%,4.53千萬,11.256%,0.044,-44.473%,2023/12,2457.HK,250000000.0,S
02458.HK,望塵科技控股,070204,6.420,-0.020,-0.311%,4.76萬,30.53萬,9.55,2.20,0.00%,9.16億,02458.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02458.HK,6.95億,-3.000%,7.98千萬,11.482%,8.13千萬,11.711%,0.592,337.275%,2023/12,2458.HK,916000000.0,S
02459.HK,昇能集團,060101,0.123,-0.001,-0.806%,2.32百萬,28.75萬,無盈利,0.20,0.00%,2.10億,02459.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02459.HK,5.65億,-37.000%,-1.36億,-24.015%,-1.21億,-21.408%,-0.125,N/A,2023/12,2459.HK,210000000.0,S
02481.HK,慧居科技,120105,2.650,0.000,0.000%,1.80萬,4.77萬,4.58,0.64,6.70%,7.99億,02481.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02481.HK,16.82億,N/A,3.28億,19.486%,1.63億,9.712%,0.625,N/A,2023/12,2481.HK,799000000.0,S
02482.HK,維天運通,100508,0.750,-0.010,-1.316%,7.00千,5.12千,19.63,1.38,0.00%,3.96億,02482.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02482.HK,61.56億,-12.000%,-3.39千萬,-0.551%,-3.24千萬,-0.526%,-0.022,N/A,2023/12,2482.HK,396000000.0,S
02483.HK,Ｋ,040201,1.700,-0.010,-0.585%,0.00,0.00,13.33,0.93,5.24%,8.50億,02483.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02483.HK,2.54億,N/A,6.72千萬,27.023%,5.16千萬,20.731%,0.134,N/A,2023/12,2483.HK,850000000.0,S
02488.HK,元征科技,020102,8.800,-0.420,-4.555%,1.41百萬,1.26千萬,10.13,2.78,8.02%,13.78億,02488.HK,2.05,1.70,9.10%,15.83%,42.95%,10.57%,147.51%,36.55%,2023/12,02488.HK,17.52億,31.000%,1.90億,10.820%,1.85億,10.567%,0.431,-49.660%,2023/12,2488.HK,1378000000.0,S
02495.HK,聲通科技,070202,58.450,0.000,0.000%,2.26萬,1.32百萬,無盈利,1.24,0.00%,16.67億,02495.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02495.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2495.HK,1667000000.0000002,S
02496.HK,友芝友生物－Ｂ,050201,7.010,-0.070,-0.989%,2.00千,1.40萬,無盈利,41.85,0.00%,7.81億,02496.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02496.HK,1.43千萬,N/A,-1.83億,N/A,-2.10億,N/A,-1.140,N/A,2023/12,2496.HK,781000000.0,S
02497.HK,富景中國控股,020702,0.640,-0.060,-8.571%,20.80萬,13.96萬,5.54,0.63,0.00%,3.20億,02497.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02497.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2497.HK,320000000.0,S
02499.HK,佛朗斯股份,060101,5.700,-0.020,-0.350%,9.76萬,55.68萬,18.29,1.58,0.56%,14.23億,02499.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02499.HK,15.04億,N/A,3.33千萬,2.215%,3.42千萬,2.276%,0.099,N/A,2023/12,2499.HK,1423000000.0,S
02500.HK,啟明醫療－Ｂ,050101,2.740,+0.020,+0.735%,1.51百萬,4.16百萬,無盈利,0.51,0.00%,12.08億,02500.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02500.HK,5.39億,17.000%,-8.13億,-150.923%,-7.71億,-143.222%,-1.765,35.352%,2023/12,2500.HK,1208000000.0,S
02501.HK,邁越科技,070202,1.000,+0.010,+1.010%,25.40萬,24.29萬,"1,111.11",1.48,0.00%,5.00億,02501.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02501.HK,2.84億,N/A,4.12千萬,14.506%,2.51千萬,8.831%,0.066,N/A,2023/12,2501.HK,500000000.0,S
02502.HK,金源氫化,080101,0.380,-0.010,-2.564%,2.00千,750.00,無盈利,0.35,0.00%,3.63億,02502.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02502.HK,25.54億,N/A,1.10億,4.304%,6.02千萬,2.357%,0.099,N/A,2023/12,2502.HK,363000000.0,S
02505.HK,ＥＤＡ集團控股,100508,1.980,0.000,0.000%,11.10萬,21.26萬,15.85,1.38,3.54%,8.77億,02505.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02505.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2505.HK,877000000.0,S
02512.HK,雲工場,070205,3.550,+0.190,+5.655%,14.10萬,49.10萬,116.39,3.82,0.00%,17.02億,02512.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02512.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2512.HK,1702000000.0,S
02516.HK,泛遠國際,100508,0.690,+0.020,+2.985%,20.00萬,13.67萬,7.30,0.70,0.00%,5.38億,02516.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02516.HK,22.43億,N/A,4.14千萬,1.847%,3.00千萬,1.337%,0.047,N/A,2023/12,2516.HK,538000000.0,S
02521.HK,升輝清潔,100103,0.430,+0.025,+6.173%,2.56千萬,1.06千萬,13.40,1.85,0.00%,8.38億,02521.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02521.HK,6.91億,N/A,3.60千萬,5.214%,3.06千萬,4.426%,0.024,N/A,2023/12,2521.HK,838000000.0000001,S
