股票編號,股票名稱,行業編號,現價#,升跌,升跌(%),成交量,成交額,市盈率,市賬率,收益率,市值,股票編號_df4,流動比率,速動比率,資產回報率,股本回報率,毛利率,邊際利潤率,派息比率,債務股本比率,截至,股票編號_df6,收入,年度收入增長,經營溢利,經營利益率,股東應佔溢利,邊際利潤率_df6,每股盈利,每股盈利年度增長,截至_df6,sno,數字市值,type
00833.HK,華訊,020401,0.670,-0.010,-1.471%,11.60萬,7.79萬,5.02,0.47,8.96%,3.17億,00833.HK,1.90,1.36,9.19%,16.88%,20.94%,8.05%,17.45%,36.69%,2023/12,00833.HK,13.47億,-22.000%,1.38億,10.244%,1.08億,8.047%,0.229,-3.250%,2023/12,0833.HK,317000000.0,S
00834.HK,康大食品,020701,0.570,-0.050,-8.065%,1.11百萬,66.56萬,無盈利,0.46,0.00%,2.58億,00834.HK,1.00,0.87,-0.53%,-1.54%,5.74%,-0.50%,N/A,55.79%,2023/12,00834.HK,18.17億,-7.000%,-9.11百萬,-0.502%,-9.16百萬,-0.504%,-0.021,47.320%,2023/12,0834.HK,258000000.0,S
00837.HK,譚木匠,020302,7.800,-0.200,-2.500%,16.30萬,1.28百萬,10.64,2.06,4.70%,19.40億,00837.HK,6.88,4.22,18.67%,21.60%,60.21%,34.77%,50.46%,1.59%,2023/12,00837.HK,5.48億,39.000%,2.31億,42.081%,1.90億,34.768%,0.766,57.409%,2023/12,0837.HK,1939999999.9999998,S
00840.HK,天業節水,060202,0.215,+0.006,+2.871%,1.15百萬,24.57萬,無盈利,0.28,0.00%,4.35千萬,00840.HK,1.39,1.03,-0.95%,-2.78%,4.58%,-0.52%,N/A,29.06%,2023/12,00840.HK,24.33億,46.000%,-2.39百萬,-0.098%,-1.27千萬,-0.521%,-0.022,87.044%,2023/12,0840.HK,43500000.0,S
00841.HK,木薯資源,060106,0.108,-0.010,-8.475%,2.00千,210.00,無盈利,0.13,0.00%,6.32千萬,00841.HK,1.46,0.49,-7.59%,-18.23%,12.74%,-9.33%,N/A,139.92%,2024/03,00841.HK,11.93億,-69.000%,-1.40億,-11.717%,-1.11億,-9.334%,-0.190,-17.531%,2024/03,0841.HK,63200000.0,S
00844.HK,廣泰國際控股,020601,0.530,+0.030,+6.000%,29.20萬,14.96萬,無盈利,0.96,0.00%,2.62億,00844.HK,1.23,1.02,-0.25%,-0.58%,20.73%,-0.31%,N/A,62.40%,2023/12,00844.HK,5.58億,5.000%,-2.53百萬,-0.454%,-1.71百萬,-0.307%,-0.004,-936.504%,2023/12,0844.HK,262000000.0,S
00848.HK,茂業國際,100304,0.123,0.000,0.000%,0.00,0.00,無盈利,0.05,0.00%,6.32億,00848.HK,0.65,0.20,-0.20%,-0.71%,66.82%,-2.30%,-36.59%,100.91%,2023/12,00848.HK,58.17億,-4.000%,11.10億,24.214%,-1.05億,-2.299%,-0.020,N/A,2023/12,0848.HK,632000000.0,S
00851.HK,盛源控股,040202,0.219,0.000,0.000%,0.00,0.00,6.05,1.66,0.00%,1.93億,00851.HK,2.48,2.48,-19.41%,-32.78%,100.00%,-365.66%,N/A,4.92%,2023/12,00851.HK,1.25千萬,-77.000%,-2.75千萬,-361.614%,-2.78千萬,-365.657%,-0.040,-163.158%,2023/12,0851.HK,193000000.0,S
00852.HK,海峽石油化工,030204,0.166,0.000,0.000%,0.00,0.00,無盈利,0.27,0.00%,3.52億,00852.HK,6.15,6.08,-6.01%,-7.35%,3.29%,-7.53%,N/A,12.44%,2023/12,00852.HK,12.66億,37.000%,-9.39千萬,-7.417%,-9.54千萬,-7.534%,-0.045,N/A,2023/12,0852.HK,352000000.0,S
00854.HK,威雅利,060101,5.780,-0.010,-0.173%,1.00千,5.78千,無盈利,1.21,0.00%,5.95億,00854.HK,1.20,0.67,-9.05%,-33.68%,3.77%,-6.35%,N/A,113.33%,2024/03,00854.HK,26.65億,-15.000%,-1.70億,-6.379%,-1.69億,-6.350%,-1.931,N/A,2024/03,0854.HK,595000000.0,S
00858.HK,精優藥業,050202,0.092,-0.002,-2.128%,5.00萬,4.55千,0.99,0.17,0.00%,2.35億,00858.HK,3.45,3.31,-12.66%,-14.64%,48.70%,-275.73%,N/A,10.82%,2024/03,00858.HK,5.91千萬,-18.000%,-1.57億,-266.056%,-1.63億,-275.727%,-0.068,N/A,2024/03,0858.HK,235000000.0,S
00859.HK,中昌國際控股,090201,0.118,0.000,0.000%,0.00,0.00,無盈利,0.17,0.00%,1.33億,00859.HK,0.14,0.14,-3.92%,-7.64%,100.00%,-215.71%,N/A,91.49%,2023/12,00859.HK,3.71千萬,6.000%,-2.55千萬,-75.449%,-7.29千萬,-215.714%,-0.065,-15.098%,2023/12,0859.HK,133000000.0,S
00860.HK,ＡＰＯＬＬＯ出行,020101,0.680,0.000,0.000%,0.00,0.00,無盈利,0.35,0.00%,6.95億,00860.HK,1.37,1.23,-21.95%,-25.59%,22.62%,-308.20%,N/A,4.81%,2023/12,00860.HK,2.79億,-63.000%,-8.48億,-303.618%,-8.61億,-308.200%,-1.790,N/A,2023/12,0860.HK,695000000.0,S
00862.HK,遠見控股,100508,0.042,0.000,0.000%,0.00,0.00,無盈利,1.16,0.00%,1.65億,00862.HK,1.26,1.26,-8.05%,-28.96%,100.00%,-10.76%,N/A,167.98%,2024/06,00862.HK,5.25億,30.000%,-2.76千萬,-5.261%,-5.65千萬,-10.759%,-0.014,-453.846%,2024/06,0862.HK,165000000.0,S
00869.HK,彩星玩具,020502,0.540,0.000,0.000%,13.38萬,7.26萬,4.84,0.53,14.82%,6.37億,00869.HK,3.83,3.68,14.27%,19.22%,57.40%,20.17%,42.19%,1.74%,2023/12,00869.HK,11.09億,120.000%,2.10億,18.916%,2.24億,20.168%,0.190,"2,212.195%",2023/12,0869.HK,637000000.0,S
00871.HK,中國疏浚環保,090101,0.063,+0.003,+5.000%,86.00萬,5.45萬,無盈利,0.70,0.00%,9.47千萬,00871.HK,0.45,0.45,-14.12%,-51.37%,12.20%,-61.48%,N/A,85.50%,2023/12,00871.HK,4.11億,-5.000%,-2.13億,-51.747%,-2.53億,-61.484%,-0.168,34.160%,2023/12,0871.HK,94700000.0,S
00873.HK,世茂服務,090203,0.660,0.000,0.000%,1.58百萬,1.04百萬,無盈利,0.20,0.00%,16.29億,00873.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,00873.HK,89.92億,-7.000%,3.77億,4.189%,3.00億,3.331%,0.121,N/A,2023/12,0873.HK,1629000000.0,S
00875.HK,從玉智農,020702,1.890,+0.070,+3.846%,4.06百萬,7.49百萬,無盈利,2.03,0.00%,10.32億,00875.HK,1.62,1.45,3.57%,9.46%,3.17%,3.29%,N/A,77.32%,2023/12,00875.HK,14.39億,44.000%,-1.41千萬,-0.979%,4.73千萬,3.286%,0.125,15.250%,2023/12,0875.HK,1032000000.0,S
00876.HK,佳兆業健康,050101,0.096,+0.004,+4.348%,1.41億,1.30千萬,無盈利,1.12,0.00%,4.84億,00876.HK,3.47,3.33,1.23%,1.52%,43.62%,4.02%,N/A,3.66%,2023/12,00876.HK,1.86億,-2.000%,-6.33千萬,-34.078%,7.47百萬,4.018%,0.002,N/A,2023/12,0876.HK,484000000.0,S
00888.HK,貝森金融,040203,0.079,0.000,0.000%,30.60萬,2.44萬,無盈利,3.58,0.00%,1.12億,00888.HK,1.42,1.42,-11.06%,-35.19%,100.00%,-58.02%,N/A,175.99%,2023/12,00888.HK,3.56千萬,-13.000%,-2.07千萬,-58.148%,-2.06千萬,-58.022%,-0.015,83.256%,2023/12,0888.HK,112000000.00000001,S
00889.HK,連達科技控股,060101,0.385,+0.015,+4.054%,17.40萬,6.45萬,無盈利,0.16,0.00%,1.23億,00889.HK,12.00,8.11,-2.76%,-2.98%,33.15%,-10.89%,N/A,0.30%,2023/12,00889.HK,2.22億,-15.000%,-2.37千萬,-10.639%,-2.42千萬,-10.892%,-0.076,N/A,2023/12,0889.HK,123000000.0,S
00893.HK,中國鐵鈦,080403,0.081,-0.004,-4.706%,11.00萬,9.01千,無盈利,0.27,0.00%,1.82億,00893.HK,1.01,0.94,0.74%,1.50%,4.65%,1.24%,N/A,16.37%,2023/12,00893.HK,8.60億,5.000%,1.55千萬,1.798%,1.06千萬,1.235%,0.005,596.401%,2023/12,0893.HK,182000000.0,S
00894.HK,萬裕科技,060101,0.750,+0.010,+1.351%,82.00萬,61.18萬,45.73,0.24,0.65%,3.59億,00894.HK,1.12,0.71,0.13%,0.27%,18.11%,0.28%,N/A,73.29%,2023/12,00894.HK,14.71億,-20.000%,6.02千萬,4.091%,4.08百萬,0.277%,0.009,-90.423%,2023/12,0894.HK,359000000.0,S
00895.HK,東江環保,060106,2.490,+0.030,+1.220%,2.60百萬,6.45百萬,無盈利,0.72,0.00%,4.98億,00895.HK,1.12,0.88,-6.17%,-16.69%,4.33%,-18.66%,N/A,124.44%,2023/12,00895.HK,44.09億,N/A,-9.73億,-22.059%,-8.23億,-18.657%,-0.814,-26.528%,2023/12,0895.HK,498000000.00000006,S
00896.HK,興勝創建,090102,0.247,-0.002,-0.803%,0.00,0.00,無盈利,0.08,0.00%,2.65億,00896.HK,0.85,0.42,-3.47%,-5.74%,7.43%,-13.39%,-5.03%,50.07%,2024/03,00896.HK,16.13億,30.000%,-2.16億,-13.385%,-2.16億,-13.395%,-0.199,-468.571%,2024/03,0896.HK,265000000.0,S
00897.HK,位元堂,050202,0.460,-0.005,-1.075%,19.00萬,8.72萬,73.02,0.44,0.00%,5.18億,00897.HK,2.18,1.37,-0.73%,-1.11%,50.37%,-1.96%,"-1,361.54%",33.23%,2024/03,00897.HK,7.84億,8.000%,-1.62千萬,-2.062%,-1.54千萬,-1.959%,-0.013,23.077%,2024/03,0897.HK,518000000.0,S
00899.HK,中加國信,090201,0.239,+0.002,+0.844%,15.10萬,3.59萬,無盈利,0.03,0.00%,3.55千萬,00899.HK,1.03,0.80,-0.43%,-0.62%,77.30%,-58.95%,N/A,1.14%,2024/03,00899.HK,1.42千萬,-36.000%,4.71百萬,33.270%,-8.35百萬,-58.948%,-0.009,96.970%,2024/03,0899.HK,35500000.0,S
00905.HK,胡桃資本,040204,1.730,+0.010,+0.581%,1.47百萬,2.54百萬,"4,325.00",14.24,0.00%,18.17億,00905.HK,6.46,6.46,-30.21%,-35.19%,100.00%,"-15,329.70%",N/A,13.91%,2023/12,00905.HK,16.50萬,-84.000%,-2.53千萬,"-15,329.697%",-2.53千萬,"-15,329.697%",-0.032,78.396%,2023/12,0905.HK,1817000000.0000002,S
00907.HK,高雅光學,020303,0.053,-0.002,-3.636%,28.00萬,1.52萬,無盈利,N/A,0.00%,4.63千萬,00907.HK,0.52,0.52,-64.65%,-331.56%,20.32%,-247.44%,N/A,73.43%,2024/03,00907.HK,2.40千萬,10.000%,-5.28千萬,-220.222%,-5.94千萬,-247.443%,-0.068,23.337%,2024/03,0907.HK,46300000.0,S
00911.HK,前海健康,060101,0.335,+0.005,+1.515%,22.00萬,7.39萬,43.51,0.15,0.00%,5.68千萬,00911.HK,4.80,1.30,-11.02%,-13.72%,-3.70%,-5.48%,N/A,0.13%,2023/12,00911.HK,9.61億,-50.000%,-5.27千萬,-5.483%,-5.27千萬,-5.483%,-0.311,77.447%,2023/12,0911.HK,56800000.0,S
00912.HK,信佳國際,020401,1.280,-0.010,-0.775%,1.00萬,1.28萬,10.60,0.46,6.25%,3.65億,00912.HK,2.61,1.66,2.97%,4.10%,14.52%,2.29%,71.05%,5.91%,2024/03,00912.HK,14.00億,-2.000%,4.50千萬,3.210%,3.21千萬,2.289%,0.113,-46.381%,2024/03,0912.HK,365000000.0,S
00913.HK,港灣數字,040204,0.270,-0.005,-1.818%,1.60萬,4.23千,無盈利,0.56,0.00%,9.58千萬,00913.HK,181.91,181.91,-8.64%,-8.68%,100.00%,62.66%,N/A,N/A,2023/12,00913.HK,-2.02千萬,-55.000%,-1.48千萬,62.658%,-1.48千萬,62.658%,-0.050,68.750%,2023/12,0913.HK,95800000.0,S
00915.HK,道和環球,100105,0.061,+0.004,+7.018%,3.06百萬,17.71萬,4.45,0.75,0.00%,9.21千萬,00915.HK,1.80,1.74,6.72%,14.84%,38.45%,4.46%,N/A,13.90%,2023/12,00915.HK,3.46億,-14.000%,1.69千萬,4.872%,1.55千萬,4.459%,0.010,85.786%,2023/12,0915.HK,92100000.00000001,S
00918.HK,龍翼航空科技,020601,0.550,0.000,0.000%,6.00千,3.30千,無盈利,2.34,0.00%,6.13億,00918.HK,1.81,1.33,-14.31%,-20.53%,22.50%,-23.73%,N/A,14.84%,2024/03,00918.HK,2.46億,19.000%,-6.72千萬,-27.338%,-5.84千萬,-23.727%,-0.059,-86.792%,2024/03,0918.HK,613000000.0,S
00919.HK,現代健康科技,020305,0.072,+0.001,+1.408%,11.20萬,7.96千,無盈利,0.35,0.00%,6.51千萬,00919.HK,1.01,0.98,-1.57%,-5.06%,100.00%,-2.10%,N/A,56.29%,2024/03,00919.HK,4.64億,5.000%,-4.42百萬,-0.971%,-9.57百萬,-2.105%,-0.011,53.509%,2024/03,0919.HK,65100000.0,S
00922.HK,安賢園中國,100101,0.150,-0.001,-0.662%,13.00萬,1.95萬,6.52,0.36,10.67%,3.33億,00922.HK,3.96,2.33,4.53%,6.13%,73.03%,20.33%,80.77%,1.88%,2024/03,00922.HK,2.84億,-16.000%,8.77千萬,30.840%,5.78千萬,20.330%,0.026,-44.915%,2024/03,0922.HK,333000000.0,S
00923.HK,綜合環保集團,080502,0.022,-0.001,-4.348%,1.79百萬,3.98萬,無盈利,0.48,0.00%,1.06億,00923.HK,7.71,7.67,-8.39%,-9.11%,59.37%,-151.60%,N/A,7.03%,2024/03,00923.HK,4.27千萬,N/A,-6.85千萬,-160.356%,-6.47千萬,-151.604%,-0.013,-62.500%,2024/03,0923.HK,106000000.0,S
00924.HK,坤集團,090102,0.112,-0.002,-1.754%,14.40萬,1.64萬,無盈利,0.53,0.00%,1.12億,00924.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,00924.HK,4.00億,36.000%,1.70百萬,0.424%,-5.12萬,-0.013%,0.000,99.409%,2024/06,0924.HK,112000000.00000001,S
00926.HK,碧生源,050103,2.580,0.000,0.000%,0.00,0.00,20.03,0.62,38.76%,3.15億,00926.HK,2.94,2.78,-42.45%,-54.02%,63.78%,-55.12%,N/A,0.92%,2023/12,00926.HK,5.95億,-34.000%,-1.65億,-27.683%,-3.28億,-55.122%,-2.686,-35.268%,2023/12,0926.HK,315000000.0,S
00927.HK,富士高實業,020401,0.680,-0.020,-2.857%,6.00千,4.08千,無盈利,0.58,10.29%,2.90億,00927.HK,3.00,2.43,1.82%,3.01%,17.73%,1.73%,200.00%,0.99%,2024/03,00927.HK,9.93億,-8.000%,4.42千萬,4.456%,1.72千萬,1.730%,0.040,-31.034%,2024/03,0927.HK,290000000.0,S
00928.HK,帝王國際投資,050102,0.090,-0.006,-6.250%,2.70百萬,23.64萬,無盈利,0.75,0.00%,1.67億,00928.HK,4.89,1.98,4.71%,5.86%,16.17%,6.77%,N/A,2.11%,2024/03,00928.HK,2.34億,4.000%,2.39千萬,10.221%,1.58千萬,6.769%,0.010,N/A,2024/03,0928.HK,167000000.0,S
00929.HK,國際精密,020102,0.820,+0.010,+1.235%,26.00萬,21.00萬,81.19,0.48,0.00%,8.63億,00929.HK,3.43,2.65,0.22%,0.31%,24.79%,0.63%,N/A,10.44%,2023/12,00929.HK,8.99億,-6.000%,4.18千萬,4.648%,5.67百萬,0.631%,0.005,-34.940%,2023/12,0929.HK,863000000.0000001,S
00932.HK,順騰國際控股,050103,0.036,+0.001,+2.857%,9.97百萬,34.74萬,無盈利,0.82,0.00%,1.12億,00932.HK,0.52,0.36,0.17%,0.33%,78.19%,0.24%,N/A,85.66%,2024/03,00932.HK,2.36億,9.000%,1.24千萬,5.243%,57.10萬,0.242%,0.000,-98.485%,2024/03,0932.HK,112000000.00000001,S
00936.HK,佳兆業資本,060202,0.380,-0.020,-5.000%,1.06百萬,39.99萬,無盈利,14.50,0.00%,4.03億,00936.HK,0.81,0.33,0.91%,3.76%,56.54%,2.26%,N/A,151.04%,2023/12,00936.HK,2.38億,18.000%,1.25千萬,5.260%,5.38百萬,2.264%,0.005,4.082%,2023/12,0936.HK,403000000.0,S
00943.HK,中證國際,020302,0.184,+0.002,+1.099%,24.00萬,4.35萬,無盈利,0.47,0.00%,3.16億,00943.HK,0.78,0.21,-30.49%,-238.63%,15.48%,-470.94%,N/A,459.18%,2024/06,00943.HK,1.48億,-82.000%,-3.87千萬,-26.074%,-6.99億,-470.943%,-0.056,N/A,2024/06,0943.HK,316000000.0,S
00947.HK,摩比發展,070301,0.158,-0.010,-5.952%,10.90萬,1.77萬,無盈利,0.31,0.00%,1.26億,00947.HK,1.21,1.00,-4.74%,-11.73%,15.03%,-9.24%,N/A,19.77%,2023/12,00947.HK,7.02億,-9.000%,-5.78千萬,-8.234%,-6.49千萬,-9.237%,-0.080,74.807%,2023/12,0947.HK,126000000.0,S
00948.HK,阿爾法企業－二萬,020206,0.300,0.000,0.000%,100.00,23.00,無盈利,N/A,0.00%,1.05億,00948.HK,1.97,1.97,-19.32%,-32.41%,4.22%,-39.79%,N/A,28.90%,2024/03,00948.HK,9.63千萬,-73.000%,-4.39千萬,-45.609%,-3.83千萬,-39.789%,-0.110,N/A,2024/03,0948.HK,105000000.0,S
00950.HK,李氏大藥廠,050202,1.910,+0.100,+5.525%,1.90百萬,3.60百萬,12.08,0.68,2.36%,11.25億,00950.HK,1.01,0.55,0.58%,0.82%,52.35%,1.59%,63.38%,10.01%,2023/12,00950.HK,10.53億,-14.000%,4.36千萬,4.136%,1.67千萬,1.586%,0.028,-67.394%,2023/12,0950.HK,1125000000.0,S
00951.HK,超威動力,060103,1.450,-0.030,-2.027%,36.80萬,54.01萬,5.20,0.24,2.97%,16.01億,00951.HK,1.18,0.83,1.59%,5.66%,8.92%,0.86%,15.60%,109.52%,2023/12,00951.HK,442.59億,22.000%,8.27億,1.869%,3.81億,0.861%,0.340,-20.728%,2023/12,0951.HK,1601000000.0000002,S
00952.HK,華富建業金融,040202,0.139,-0.003,-2.113%,1.34百萬,19.20萬,無盈利,0.43,0.00%,8.61億,00952.HK,1.52,1.52,2.94%,5.80%,100.00%,34.58%,55.00%,35.68%,2023/12,00952.HK,5.06億,"-1,912.000%",1.19億,34.302%,1.20億,34.583%,0.020,N/A,2023/12,0952.HK,861000000.0,S
00953.HK,邵氏兄弟控股,100202,0.360,-0.015,-4.000%,2.74百萬,99.35萬,無盈利,1.12,0.00%,5.11億,00953.HK,7.81,7.74,-0.59%,-0.65%,46.93%,-4.49%,N/A,2.41%,2023/12,00953.HK,7.07千萬,-61.000%,-8.17百萬,-11.552%,-3.18百萬,-4.491%,-0.002,-871.722%,2023/12,0953.HK,511000000.00000006,S
00954.HK,常茂生物,020207,0.295,0.000,0.000%,0.00,0.00,無盈利,0.25,0.00%,5.42千萬,00954.HK,1.04,0.63,-6.93%,-13.21%,4.05%,-13.51%,N/A,75.90%,2023/12,00954.HK,6.98億,-15.000%,-5.71千萬,-8.170%,-9.43千萬,-13.508%,-0.178,N/A,2023/12,0954.HK,54200000.0,S
00959.HK,世紀娛樂國際,100405,0.720,0.000,0.000%,0.00,0.00,無盈利,N/A,0.00%,9.23千萬,00959.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,00959.HK,13.20萬,-5.000%,-2.42千萬,N/A,-2.42千萬,N/A,-0.189,61.288%,2024/03,0959.HK,92300000.0,S
00969.HK,華聯國際,020702,0.133,0.000,0.000%,2.00萬,2.66千,無盈利,N/A,0.00%,2.91億,00969.HK,0.07,0.03,-47.88%,4.63%,15.18%,-28.96%,N/A,-70.79%,2023/12,00969.HK,1.42億,N/A,-5.83千萬,-40.947%,-4.12千萬,-28.962%,-0.019,-24.503%,2023/12,0969.HK,291000000.0,S
00970.HK,新耀萊,100302,0.700,+0.040,+6.061%,93.15萬,61.63萬,無盈利,0.34,0.00%,3.94億,00970.HK,1.21,0.39,-21.50%,-38.63%,9.38%,-18.79%,N/A,64.45%,2024/03,00970.HK,32.65億,-18.000%,-5.50億,-16.861%,-6.13億,-18.789%,-1.674,-980.000%,2024/03,0970.HK,394000000.0,S
00974.HK,中國順客隆,100305,1.270,+0.060,+4.959%,5.00千,6.40千,無盈利,4.27,0.00%,3.69億,00974.HK,1.38,0.92,-7.32%,-17.93%,13.67%,-4.01%,N/A,65.13%,2023/12,00974.HK,7.32億,1.000%,-2.99千萬,-4.089%,-2.93千萬,-4.009%,-0.099,2.828%,2023/12,0974.HK,369000000.0,S
00976.HK,齊合環保,080402,0.430,0.000,0.000%,0.00,0.00,無盈利,0.14,0.00%,6.90億,00976.HK,1.33,0.78,-0.11%,-0.19%,6.30%,-0.06%,N/A,25.65%,2023/12,00976.HK,164.80億,-15.000%,4.88千萬,0.296%,-9.30百萬,-0.056%,-0.010,N/A,2023/12,0976.HK,690000000.0,S
00979.HK,綠色能源科技集團,060106,0.220,+0.025,+12.821%,26.00萬,5.08萬,無盈利,7.46,0.00%,2.98億,00979.HK,5.77,5.50,-24.10%,-26.51%,100.00%,-20.15%,N/A,7.01%,2024/06,00979.HK,7.14千萬,-12.000%,-1.40千萬,-19.778%,-1.43千萬,-20.155%,-0.011,-43.038%,2024/06,0979.HK,298000000.0,S
00980.HK,聯華超市,100305,0.355,-0.025,-6.579%,5.58萬,2.06萬,無盈利,N/A,0.00%,1.32億,00980.HK,0.47,0.32,-3.77%,"-1,097.13%",12.74%,-3.62%,N/A,"7,123.92%",2023/12,00980.HK,239.36億,-14.000%,-2.50億,-1.044%,-8.67億,-3.624%,-0.778,-283.290%,2023/12,0980.HK,132000000.0,S
00983.HK,瑞安建業,090102,0.380,0.000,0.000%,0.00,0.00,無盈利,0.07,0.00%,1.42億,00983.HK,1.05,0.87,-1.69%,-6.54%,100.00%,-1.86%,N/A,133.19%,2023/12,00983.HK,83.71億,32.000%,-1.50千萬,-0.156%,-1.55億,-1.859%,-0.410,33.871%,2023/12,0983.HK,142000000.0,S
00984.HK,永旺,100304,0.410,0.000,0.000%,3.20萬,1.27萬,無盈利,N/A,0.00%,1.07億,00984.HK,0.78,0.50,-3.38%,95.41%,100.00%,-2.17%,-2.76%,"-1,622.75%",2023/12,00984.HK,91.76億,-8.000%,-1.85億,-2.131%,-1.89億,-2.170%,-0.726,14.201%,2023/12,0984.HK,107000000.0,S
00986.HK,杜甫酒業集團,020604,0.103,+0.001,+0.980%,36.70萬,3.73萬,4.38,0.36,0.00%,1.33億,00986.HK,3.66,1.39,-4.78%,-5.58%,45.23%,-28.03%,N/A,8.05%,2024/03,00986.HK,6.61千萬,-3.000%,-1.86千萬,-28.140%,-1.85千萬,-28.028%,-0.014,-27.679%,2024/03,0986.HK,133000000.0,S
00987.HK,中國再生能源投資,120105,0.136,+0.003,+2.256%,89.80萬,12.16萬,20.61,0.19,3.68%,3.41億,00987.HK,5.21,5.09,1.03%,1.24%,28.76%,12.84%,53.76%,15.29%,2023/12,00987.HK,1.81億,-8.000%,-9.87百萬,-5.442%,2.33千萬,12.839%,0.009,-25.000%,2023/12,0987.HK,341000000.0,S
00993.HK,信控國際資本,040203,0.179,-0.003,-1.648%,30.60萬,5.66萬,無盈利,N/A,0.00%,15.59億,00993.HK,0.93,0.93,-24.69%,12.25%,100.00%,-478.52%,N/A,-64.63%,2023/12,00993.HK,2.02億,-26.000%,-5.67億,-280.323%,-9.67億,-478.518%,-0.111,61.324%,2023/12,0993.HK,1559000000.0,S
00994.HK,中天順聯,120105,0.280,-0.020,-6.667%,92.80萬,25.81萬,無盈利,2.29,0.00%,2.93億,00994.HK,1.46,1.45,-8.33%,-19.37%,6.00%,-6.25%,N/A,6.26%,2023/12,00994.HK,3.46億,62.000%,-1.98千萬,-5.723%,-2.16千萬,-6.246%,-0.028,75.370%,2023/12,0994.HK,293000000.0,S
01000.HK,北青傳媒,100201,0.690,0.000,0.000%,0.00,0.00,無盈利,0.20,0.00%,3.79千萬,01000.HK,4.24,4.18,-2.15%,-2.46%,14.50%,-7.63%,N/A,0.40%,2023/12,01000.HK,2.20億,23.000%,-1.67千萬,-7.576%,-1.68千萬,-7.630%,-0.088,35.219%,2023/12,1000.HK,37900000.0,S
01001.HK,滬港聯合,080402,0.400,0.000,0.000%,0.00,0.00,2.85,0.26,8.25%,2.55億,01001.HK,0.82,0.49,2.97%,8.38%,16.68%,3.42%,20.31%,137.02%,2024/03,01001.HK,23.03億,-13.000%,2.00億,8.681%,7.88千萬,3.421%,0.123,-4.869%,2024/03,1001.HK,254999999.99999997,S
01002.HK,威鋮國際,060101,0.056,0.000,0.000%,12.90萬,7.22千,無盈利,0.26,0.00%,1.41億,01002.HK,2.34,2.19,-6.73%,-7.99%,15.06%,-29.20%,N/A,12.57%,2023/07,01002.HK,8.34千萬,-40.000%,-2.60千萬,-31.113%,-2.44千萬,-29.198%,-0.011,56.446%,2023/07,1002.HK,141000000.0,S
01003.HK,歡喜傳媒,100202,0.320,-0.005,-1.538%,2.20百萬,70.09萬,無盈利,1.01,0.00%,11.70億,01003.HK,1.95,1.95,7.12%,10.95%,68.00%,11.94%,N/A,1.23%,2023/12,01003.HK,13.33億,"9,678.000%",2.13億,15.972%,1.59億,11.940%,0.040,N/A,2023/12,1003.HK,1170000000.0,S
01004.HK,中國智慧能源,120105,0.015,0.000,0.000%,0.00,0.00,無盈利,N/A,0.00%,1.41億,01004.HK,0.43,0.43,-4.40%,39.20%,42.51%,-48.36%,N/A,-562.57%,2022/12,01004.HK,1.96億,-3.000%,3.99千萬,20.367%,-9.47千萬,-48.361%,-0.010,85.447%,2022/12,1004.HK,141000000.0,S
01005.HK,美力時集團,020502,0.520,0.000,0.000%,0.00,0.00,無盈利,0.78,4.81%,3.93億,01005.HK,3.46,2.18,-9.95%,-11.88%,43.20%,-14.36%,-36.76%,5.74%,2023/12,01005.HK,7.14億,-27.000%,-9.48千萬,-13.272%,-1.03億,-14.361%,-0.136,N/A,2023/12,1005.HK,393000000.0,S
01007.HK,龍輝國際控股,020206,0.070,0.000,0.000%,0.00,0.00,無盈利,N/A,0.00%,1.33千萬,01007.HK,0.12,0.06,-31.62%,7.62%,100.00%,-17.45%,N/A,-17.20%,2023/12,01007.HK,9.02千萬,10.000%,-1.18千萬,-13.032%,-1.57千萬,-17.448%,-0.157,82.000%,2023/12,1007.HK,13300000.0,S
01008.HK,力圖控股,060108,0.203,-0.014,-6.452%,8.00萬,1.62萬,3.95,0.15,19.70%,3.18億,01008.HK,2.17,2.02,-6.04%,-7.69%,17.74%,-22.87%,N/A,6.19%,2023/12,01008.HK,7.17億,-22.000%,-1.09億,-15.263%,-1.64億,-22.867%,-0.105,N/A,2023/12,1008.HK,318000000.0,S
01009.HK,國際娛樂,100405,1.230,0.000,0.000%,0.00,0.00,無盈利,2.18,0.00%,16.84億,01009.HK,1.03,1.02,-5.68%,-12.98%,57.63%,-57.43%,N/A,108.83%,2024/06,01009.HK,2.30億,10.000%,-1.58億,-68.828%,-1.32億,-57.429%,-0.096,N/A,2024/06,1009.HK,1684000000.0,S
01010.HK,天璽曜１１,060101,0.124,-0.023,-15.646%,3.62百萬,48.28萬,無盈利,N/A,0.00%,5.51千萬,01010.HK,0.88,0.47,-12.84%,"1,559.15%",27.69%,-40.75%,N/A,-184.12%,2023/12,01010.HK,1.14億,-37.000%,-4.43千萬,-38.830%,-4.64千萬,-40.754%,-0.125,"-1,990.000%",2023/12,1010.HK,55100000.0,S
